Entry,start,end,sequence_sha256
B1GYW9,0,319,b447c4bfc71078ed14c77447575afd36b7e96cc205fe97f76b39dfdc1d59ff64
B8FHQ1,0,328,ce2df177e2eb92acca1adfcd80ee61e5325fb959059651deb4f6e0590a690106
B0JFP4,0,364,2039420f850b76c8a2fc5f45d7d476e32db2a57e403773e67e1a52b2f5347bb4
C6C0T2,0,327,dc10087863bee82468f2bd8ce14a309686983e4c3bed603fa2f801a3cd5e5971
Q0TJS3,0,346,c7c3eb43c2e0ea661751c59deafbe265a97fc8afa48796979fd620b1bdb8b207
A4QA10,0,334,f04d790ca31a6e108f132c5c88ffe57e13aaec633cf66ea5a5c1fdb9b34774a3
B2RH08,0,330,d7f4c5ded3d6d8666710c6898ed3d6b691bebf76ab45987f46639633af9832db
Q2J5A7,0,360,1f9423ccd1d0183c10cf67406316c8620979f8f0f1e77717da52c8cf0e6c2f68
A9A5K6,0,326,66279751a3b872bc3758d603c345d7b117b44c0fad67cc8ca4e075a24565bbf4
A4J1M3,0,321,fb08a88ede01d86f41eef91e890bf61c7028f4bdc689d5a4bbea08a353ab21d5
Q6NHL3,0,330,0e38c179382778c81d5ab93b26e70edefa7a0d7e226b232b0d311fcb30e3a156
A4XGB8,0,330,5c0f1b378b2f916a753e0d047c7d3e7ce82c1debddf42f18796fa1c591e21aba
Q6LXV8,0,327,4e391674ed3eba13b76b37d7643be62a536d3e9d66794e2dec5f90a6b56543d4
Q72L21,0,329,1ef259ec9d42f97c9d3fe55df1be6d67b9f4c790d073079e257d86dc643772a8
P32451,0,375,80251e0a8b549363aef7cdd7d9b59a2138389b7d3380cc37510dca176900836d
O67104,0,332,561cb64109b8f94e94341779ea67b337f1f4a93a8b14e5978febc7e02548d7b0
A0LK12,0,505,64e5f387ee588203d8a9c09c116b9c3d5e9db8a3c479e2e9c4677e65640ebb8f
Q5WTG8,0,483,4c76edcd30a728967fd839d0673352e0da0650d8b4d5d2a1fe82dcb230e3ef8b
A7NG41,0,488,d6abf697979ddec947bb286ca4c627168c4d3e2dd83b6bb010fa8041870f0fc3
B2I6L3,0,491,cc30fb8f05686c7821f7a76333a5b77bf105bb81bc36001efcd797b775ff636d
B3QNM5,0,503,9433b62fa2690218fb0dbb0fd286650044a815c2264f866c8e1b497a75408d9b
B1WR01,0,490,89e2d5f7fd0e626c92aa7ef4dae007a2c43d8bac6fb2f34efb537f67dac35f40
O32106,0,500,07b98e43ec11c2b232632f7e4f0dd7a691df3d1050012c0246a6c9786cdf029e
P47707,0,520,69a9ba551e0482086b38af1aeacdc41708cb0970d32ee6e6ae16d7ac94d7bc2f
Q01693,0,504,df3caa257c523841110f85edf4958f428d15e577901d1a033d71476cb607aa5e
Q8XHI3,0,493,561d29d18a740fba866ca572864f20d8bc5eec7a29c75d827ee9a54c3c428868
Q1IPU7,0,512,71287192487d9040a738c065a19868c5713cda14ddfc4789757c198215a3cc30
Q9Z8F8,0,499,818f75a9826aeae538746dfff58167ccebd46d22ce40730936f4a5b2b2e6525f
A5CRI6,0,502,f401a83ab7322557f82268fe8d587c755bd09847ce19ab1bbfb7f48695640d15
B8J457,0,501,0eea47e7f6fb2fe6c65f5b7484f7285286047dbc08e4fc66cbf5ca734f261358
Q8F0Q1,0,495,c2ecdbceff18e9c4b48731c8f6bf6686eb462fea9df9ed881fb2f8fbbf306d56
Q3Z7P1,0,120,8b441e38cfa73112334a114bf7e39c9d8a6a873518780b843580df6c539eb64e
Q4A5G4,0,112,1816763252b89b33808a92058e7650afc72165ecbf560de4ef5584f6f43c7b8a
Q8TYB6,0,161,aecf5fd72cb68f14992c7f0fce72cf9b1838c21427ec2fea1c11cb97cfcbc31f
B8GRD3,0,120,ee2b6348a29f109a96bfa34fb347685151950339ae52e2892d268d7761e03e49
A8A8M4,0,204,151fea851827882243962366366b5bfd81764e601fd474c259d27c73d5608de7
Q2N7X0,0,121,9135c11f5d048b41181ea18b97b2d66c247c40c15727ee619c1d0f6848762f03
Q3M7J6,0,140,6701bc72a9ce37f9876cbb57c6577d7303fc88d44f72093a6b81bfe44aca4bc7
C6DYS3,0,116,6012e6dc0220d1a87e58eec9595b072a8cd03406950ef85b79c11ab46c1c9e1c
A6UVH2,0,135,d97b35447a2d9418a29bb81c8f9a19a2c63251fc5e47465ed8b9c26a42502458
O26784,0,245,9af2c7c01bf1a27b8ef6ccec6c504fb524b7d800f5a408101c95321090c417da
A5WI39,0,130,2e8573a1aeda919f597b47faab85f43732a1262f55cc8dabadfcf43a5304214b
B7HZH3,0,115,5e33c24f591a5022f56305d69b401d2b3b2ea6477119fd09d2714dc624b912e2
Q2JHS3,0,133,05e6f4613c0ff68035a8399b4eaf4255af4b1283aef0aa433be818069c0231a6
A5CVC5,0,113,b667bfd7155278d6df035d3acf81753bcfb42a865dc0e1ed5a12a9678c770c53
P28005,0,173,2fc8246f5396a078d5f1773861d4525949e39aea5ce9c8b697be691fef46016a
A5CY49,0,112,9de5f42d11d616e7bb015e8dd17a203dbf18bcb7c1e91e2aeb4b1a645d309e95
A3DL59,0,219,cf73060d260a7f0f424cc2909d3810b53648b64f2682aa595d6b7666a32f0824
A8L8W2,0,121,fb39b4110a9a30bac2a50459956fd2c8bed3f43174b566c3525f4aef96217d44
Q97JA2,0,252,ac70c80f3c73daa473c062e5410f3e9788d952b42470b9b944f89aaa6816894d
Q465W3,0,280,cf578c02c40c194f7bdcdb705a61db4583ec42c0c34b6e50fbaedb426c68a474
Q4ZQ68,0,243,129e458d59ea24a946e7da848a581326f668bfff2ed390ca9c2de33fdfd11bd5
A0LLI5,0,248,9fa127ad9d0fd2d121456d498571c36d04309901fcf322b89f17859bba527c86
B9JW08,0,259,dfe6418b00cbd94a9586cfa996c542df653660964d48a6ab037be6e1a960830b
Q9RYR9,0,269,d00497ce46975dfadc449332f9d5c48e31a08af7bafe90418a0136ff6d6984df
B1IZQ8,0,247,c83f64f3b56915abca44ca12dfd8d92848939110b026ef36a4ddef5e3d051d3f
C5CE71,0,231,70b22649ae95a7883a8c41047c769c967e84b13b99123a09a66a7cf1b11a5039
A8MIW2,0,243,2eb0e36988d28b2bf86f9c11d38c92d92cda7d5240064976881073b9afd431f3
A1VF70,0,245,9c0563e872301587a2e308cd441a851d205e71b2d54e24c6bd288bf6df3c8d12
Q8XLK5,0,251,f7cb44360faccfeafa708c62e02e5b6dd9db35b4a91907525a0709edf525fd99
A6TU75,0,250,d2116117099aec33aecb8bd0408591d2efb373b73c9c47cedcbc235bd86c53f9
Q24VN7,0,254,3cc4b8afa6f957440ecb342adb4a52b88a1e204aca26be6c2760e0cedaed4ef9
A1RUA0,0,227,e4cecbd1f2bf88036ef3f74d53af7eb1d12ff3855ce326612bc820f6569837e3
B2UXE0,0,252,d9cf561fd693e4070bc7861e8b8267e63498fd2502b5c5a7bcef089c482beed9
Q73K39,0,260,0516d00289a739a4bf7a37b1c51fea4739039ce33f54637dd8cf73c0d0bf51f5
C3MJX7,0,253,b18e85b8fc9182415da8075088280e7575e9fe5013d6ac63213e3e2cb0ea0bf2
Q0W1P5,0,268,7843d792d33cdc140141190c76bb27acb1ca534284a3a8c6f9ea1146d8a866b6
Q9HPL2,0,199,c2be84b0761cbdb759e1b38c66fc46ea92dd1615dc77ea69f9608bb79b4a2818
B0SFE6,0,275,ce6e5a760858764361ca27de1b2d76b0b3477a8c12f2c5e6978359f8e95ed3c7
O27184,0,249,089552cfad6f09c95b4a0bc5b24352f4281aa56777381cdfeb64303489e5168b
Q18KB3,0,254,1ff0df8ae8a5aeadbd209973a946e0442c4ec9827ec14926f2077b4de3dfd8b4
Q8FNQ1,0,275,83660438a6ca82f68df6751e67dc61007cf01830b6f10d3096de3a52eb902f04
Q3Z8K3,0,597,457fb93984bd0f5481ef57426941474b79c0687c4f1cda25b0a96a5240ea8607
A4YAP3,0,570,e308c6cbf47839083321b289bfd4d8cab19d2093f030f1fdf33c346598308fc5
Q8EUQ1,0,530,ef6947a595b2054a246e565bacc10bd26a0773c146e7220ddd2a0b4467353e45
Q9PQS1,0,521,721aad2cc98bb8941d2bfa2b06c443d04431dd6c77cf393abb089994315bff3f
Q980I5,0,414,db270072047c9920b8014ee901b3566e5d3386cac6ffa487e26ec8fd1a810dde
A0L408,0,445,8eeeebb88903519dbfbb8d3c286b216dceba142874651f0837ec5f410bd82f4a
B2UN97,0,435,18a15a06961436830abec57323ba3cf44a88f237662c62b2f416e8ed004c907c
Q96Y91,0,408,129e06fd99adc29b2a2e165deaa91523a350ba0e515553a736b396e56d8532f1
A8Z6D5,0,428,7dfd80c2f94ac2bbeef37a87b9be7c60ff9bbf01995d176ca3f178790a6e268f
A4XMY4,0,433,cda1b149ee5be6bd8b8aef00300f400d89744ce4d265e8d9494544744b037abf
Q1IZN3,0,440,6eff0be114d7fd5e8e5ea2cb285ba9b9b22f6cf1fe965690412dda84873d5245
A5EWS0,0,442,e8e28b75f6cb025d7dfc67260bac9f1f2c10922c39edfbf821583a907d71a1d0
Q63X54,0,451,b09bb8c432dc5e09821af0c6ac9f39cd6b2f37ac170dc04ac9cadef5596c09d7
B3DSQ0,0,445,f0d7f300d55c8bff55bcd8079eb063e748745272145321358624ce8fb3c424d6
A9A231,0,422,25d692877c05b9819a9479ab25dcdf34a1b1b261ad37a0bb373fe12772723064
Q6L1G5,0,411,1622371b8944a1b48c5f11adde3cf891d5cff874ed6596094be377733e228a43
B9KBV6,0,421,9c0917fa28b8e7f07c66cac75fa6169474f35efa234b312c338143b0112db339
Q04HC7,0,437,39e8429bc79e8450f958e3f4648aa2a2fa76071464fb5e487587aa95063ed8ad
Q64YD8,0,410,2ade311be08104b359fcc6a0e150943dfc8fcd4868292fc424d98d5013ef53ea
B5YH68,0,430,0dc3a28c7dc8698df6bafbe1cef84d546dab9ebf015afbfcf898c98f9a91da3b
Q04U42,0,440,ba7eee80e243d95df74c9e2dd7cb8fe4e565985d6b22e54aa5761b0517b4d069
A0LMC1,0,277,b28fdbb17d461c8dc70b82f656cba95d1308a9c033b613e4d675e76a2c4aeb0b
O31156,0,264,45c1098815afbd9c8d7662b4b1746730477e233663f981663b4cf93d14506434
B2T4N1,0,267,6af89e161ac6dd73c271b0cf3a71a98c7d251b1cf1c43731a71474cb392b70c7
A0KJM0,0,279,65631e022bd7914413278578a545f0f93ca1f30a9af3bbe6bf91effa184afcad
Q2LTB7,0,443,7199ce8ad039ccff098f034a84d9e54b442fb2478be710c4b93b97de5ef59dfb
A3DEQ2,0,431,903efc8731817cf59c19e163fe710709fb44269bf9afb7242333812eba83d152
A4XJI3,0,429,56b025291cbdc47f8f4d3c13dcb427f398f7ef8319edca15b0a3afaa72e29cf7
B5YLB7,0,439,2bf933f5d0e62f660489e2fdf94f852eb89e9cebeb15e1b08cd683e9b5f74ab5
B8CX03,0,431,6d67cc9c2f72a0190d60b19f4254df719e914e901a3cdc53318132262b552068
C5BSJ0,0,442,4aad4e30758f1edb50eadbffdf570a47556a797c0a190f4f1d840b828e375c5b
Q2FRU6,0,449,aeb9bf66e0db4327b94f5c4bbc558b8a91629516c1f6e94bdb916cdae07f57eb
Q2LUH4,0,445,b9199d7b6e5fb40263fff345c4b97f6194e53195b2ff6c0e2782de344946942e
Q5UYR3,0,432,2d61381f352c228307c0065b55a0bfa8135e67e59775b8fff2f52b4b71fabfc8
Q67NQ5,0,436,89c60fe49c6e9f4eb542ff661b4dcafcd5811cfb1e8a0ab3cd2497c8ee4a07b6
Q891Y7,0,429,70eb613e1cb03d7d5a9013969ce769c63f4cf920bb7e9eed46846f0e921d73f0
Q9X034,0,406,7d49782cd4d1b970c5ec8cd2d6b9317f1057d20dbf773fa77c2370fdf8b98ad0
B0KBA7,0,264,180db8121a5403da72d92807d8e78e7c1e71ecd2014fa7074bac2b2f6c782cb0
A9AAH0,0,266,8e3179314aae654a6ab98a7194a7e26b1c3ed76068936bfbe7af6a58d5286737
C4KZE2,0,263,3e5b67719a9a23b12db160ac1144e150d6a530384f026e368f7f3e683321b16c
C1A163,0,281,7ebf167cbc444fd2338d61f221b3e38b4dea9bff323b87c101900874d21367d6
O28204,0,268,83f6a229dc496e4882f0c9cf3dd333c27aea1141f06305c288ad50ace694b0a1
Q8UAS9,0,246,45d1a4787128cf47a503b966b10194fe3ac01398bf22c2b5cee4d5a4a04a01c9
B9KD06,0,260,cbf9b1c193b069918cee6dc932c2439480398fe7f4d95f6ea07bdddbf6e04664
Q0BVF4,0,274,373ef16aaf884bf2dc18dceadfaa9740aae57489783f29c04b8d163ccdaae8b6
Q3IP35,0,278,5de87c96ae0e7f862d97063fd4be476ac970e3f94653bfeb9bc27d0b0ca5bc5d
A6TMN6,0,272,2181b1cda5a858d8f6b2cc8ac42c9405d4c4cd9fc89e87e2e19d37ba1da756e0
A3M6H8,0,275,a84ce60ec030d903d795614ea58f5152466d0f549ea715f0510f4646c335738f
B8FUD3,0,267,4296932a561ffc5638f6af20033d57f61fb88463d3f1ad0e9c9d71f83c9751e4
B9E8D6,0,261,4d9c778c7f53c6eb184efaa916749a709598a07ce98fe45b9714703cefc6f432
A5EY60,0,272,3e64cffda48898bd9c6b6e2962422b08104951c20165248cd940b84966112289
B0S0L6,0,268,05fca1821f14c57fc451d7c8b9835c15f745a1ee8e6295db768bdda2f8d12a49
Q3AE32,0,267,2dfe22a6b84647fd5e7194e09f3e1b10dbb77926c18980af78e94e6c42c4d1f9
Q0AZ87,0,266,e5914b1e499a4a29a1284a8804d95e9e0f32db9e3ff9823d7c2b5f199cf4ed91
B1YJJ2,0,256,55b3a753b6220353e72174e3b7ffe19a4f9aeed083e05e502f5f5a7540304189
P41835,0,540,336ed4a801c2f3c417f747e0893acfe79d78c90158bdb631792e532325677a56
B0RGG4,0,275,3d6af1f7bd586560bb2899f5bde30e43b89f80d96e11cc97d39aaeadab0b80ea
A5UGS9,0,263,aa601ddf550afb8bbe828bfff03f5f3f7de0df280cb06ae9dd3968acea46fa62
Q8ESZ2,0,257,83a5a96155b64380189f8d80833550cc2e5c45ea27e1bff63ccd9355a8d0e9d0
A0LPR5,0,355,639e3f6941af5a64fe998a7e9ade3a9d220c50b0cc9f6eee1dde889f0d457f75
Q30RG4,0,316,b93d6c61cd7e679e4bda4252c625676858d62a2e4503413d76613eaa703e62c7
C6E5B9,0,345,319cf223daef53cb2bde9604ca22ecf10b901d6ab3692a7694f2245e30000a26
Q0APV5,0,344,9032aa5f47f07ca554155c8b0cc4ace27d8b3218b468b10e1a03d0139f63c856
Q7V1R8,0,344,b12ba4e970f4008e24a2a3ea68dedd7431a9a6725299376879e1b463838767cd
Q8KCQ3,0,353,c3002283e3e38dfeb3e71b6a37498d873df25610110ba9993f306a1e2a980c11
B8JFW7,0,354,70f1c2e7ec6d39eff9a8daacd05b4a18181cb6373cc514948bfbe4624dade7c1
Q9AIP8,0,354,4a739517aa6f1c96c7f49815b9df5c0bd19cbc9af5c323bb3dab19eba5bcba06
A5GKW4,0,358,026bec7e2fe92a9d6a2d16dac1dab2717b533b3fb482393411d2b123c5d21ef2
Q30RG5,0,318,aa14dc77f75dfa440ea4453dce41504e371c6b9b4a79cf16d7f59c341b155cd6
Q1MPK2,0,341,91a5052d0ed60721e34dd9a405ab1efc9583e07efea878765fd6ad26093aab85
B2IUM5,0,350,14127c9e2695ae4270c8c875275b7a4f5a5339f3158282cd0a0bd286acda1912
O66817,0,326,30cf8f52bf4e46f83cfb5edfc03357bb8f5b1448ac1b912edec229fd991d1c6e
B2RME3,0,349,8b6ceb61e42c2b83f55239325f03a2dc464bd5f99708994cc1a95bab8902c1ae
Q5X0C0,0,351,f4e8213e2412d0983d73e7a50d7315ee5a1d8426fa9ebeb20951891c18a3b082
Q7NH24,0,345,ce7495e86fa6584754efdf1038bba4b59224b11c9b78204306f741cc2dde03b9
Q7VH68,0,326,75008ce03eeecd05877237281496df5dcbbd9509e6f6c748ce1d8c9e0cc81887
Q8DMS9,0,338,c49b3e2d9cee7bb94ae42aeccd9c753cbb077a1cca1df58a81e3a492405f4325
A8GQD0,0,345,d0c1a5b058fd016899e6b63179d246f75e09daae88f8fb7d3f1fc4c94401a952
A0LRH8,0,356,96de49b2677a9b1cf0b551d4fc65660aa396f513f657bbf17e20ac229d22f4e1
A6Q234,0,405,d244e1f81895951c0c4dfdbf83dfc47d5244275e333dfd96b2af0d41f56fa1ed
O86737,0,387,daa00aadbcd7222792d6129da809f43f30500db3d7ad225cc7ef6f425bd35a82
Q02XL9,0,321,93b703b83ebdd0082ac05a23dd1415b1fd2c6068835895af73998142b3d58707
Q00598,0,363,038647d0b8787c680b5894620598f1e93181d83c2bfb48fe92fd374e49602c9f
Q6L1Y6,0,331,66a6ed5652e4c1c8e3585473949f3078a0621099e96c26ab024ea20c35352776
Q74KS6,0,318,f9b438530648ae3e272f04844cb419d13b06e8990eb35bf897dbb4d7f337f591
A5VM22,0,332,f3c25d4bdfdd1a29a9ac0ed6aaa9346c61e932ea95c07a88809a9aabfa0ceac6
B3QXE1,0,347,5d0244b7618bd8c9326d8c721ca929e3f73e7f01c83dc34222a3900e43ec5157
Q1IZM1,0,331,a105c3cd9cfb5b3d0c6dd18b4ec8070a949b1bd306d8318c4bd837550042901f
Q2ITC6,0,342,bb75cc53a92eaa47803ebe10e90e954bd84151777138dbb659ee84d9d7bf84d4
Q5SL28,0,335,9a45bcbbe40a80aefd3a811c516674fb64a9e80c5c6bb89fb98aafcc4cb277bf
A8AA47,0,305,9e9b4c4b65d8c5a897c1ec1c22bd4d334b85c8389cbcce7896699b124e3caa94
Q03ZE9,0,336,89fd85c10b333e9a046c30bef063896d51df8e8ef242fb25547e4ebd5818558d
B1HZ05,0,349,37f4c65e90a3c8c04de657a0b70b04b66fd820cb6ae0a43eb5830bbaf17ad509
Q4FMZ1,0,338,46fa49c86332603250eab30cb0ec3a885d1d4f7bee3b55fd9acb57e5214e166c
Q65FE0,0,332,73cd6ba88608e3d13cb265828dd4eaae4723f7816928015ac25b144a77d02e2c
A0LXL9,0,353,dd186eb29c5d3f6eb60d73f57d61c7360737843ac4a59ea7bb40e09181864355
Q8U194,0,278,a78d6d40bb049dd68723787529414b6da67aefe8f2be876f3357c46cc5ffe165
Q38YJ1,0,328,0fc41d82a3ba5f38d0700ea93999bc730c3d3388348a46a1162f32dd59db26b5
Q473F6,0,362,434baf11282f51e6604d1fe91a443fcf9485748c100f04bb34fab72d9bb79ad2
A0AK73,0,332,ff0f66b1014a84da1f85a6a4f7a85c49aef060f5bb4fcdb5fd640179eaab1a02
A5FYH8,0,339,b2993027c54794ec4436039840c7bab4f36e81da3fe728654b5415c7812b57eb
Q04HB6,0,346,9159bdc1eba4bcd7ac41a5ab25179196d4a301f86ee4c33fc8736267ff0912dd
A0LTT2,0,142,e9dbad7131dc0f742057084021a70571e109359837c28324073a4d4497521faa
B2HQA9,0,111,6e14076e8c673a5a7e0da93de41e99acecf9b89d8b45786609760cc677dccf08
A1WFT0,0,129,0dc414db5d0bff03d98011b1888aaf9c90cf5506d534a9e14799b88491ddfa46
Q2IY19,0,148,2cea66db4fb01b064efe499cb72adfaf40d91e61bda77446f9013731c3eb9230
A4SG83,0,137,5ca5f2515575c08e1f5576be25689b298f4796ab0470a646d2fdedae9979a338
Q9RWD6,0,218,5a7aff2f5ba90071fc210c2c26e9a7e138ad2b7b6f9e136f88192537be351a4e
B9KRK6,0,119,3731920448ecee4705e128d156b434a9e4e49c7abd5afc9e5b1e238f3bad5961
Q0A9D7,0,142,c1bfe72fe61480ea694d6eaa15128bd278b860994bd7ba7a0ab6bc9403412602
Q58825,0,127,f2077741e11cd83037e2b7fabaf6bbada15d756b6883c1db84d363ab13a50632
O34912,0,209,6487bbf1cb6f9f521ca833c6e154c194d648e84e3b464e31a30f1fea1b2e3d17
Q7TUC7,0,221,d3ef8b5b3947775af6d3b0fe5470b299b3e745c0be66fe983aa0079fa1422c10
Q8F8K4,0,187,c6765ba61eb90fdc593302520c68b37d456ff190f1909854aba1faed759a7380
Q8ZY39,0,131,805311c10943ac27157661adff415579fe7130e18b2f4e155c68f2475ce8bd44
Q1MGA3,0,150,ead5be31328269d5421fb858037f7213a81e922d3cc337ceb159b9cbec5fa466
A8KYS5,0,369,d9ffdbcb348fad358669d2f9557d919f4b89c799d05728b3957ee65e64ed52c6
Q9K139,0,351,8fa7bb5f22671378d283edab9bee694174717ec77b35d7b14d5158514128f5e7
Q97JD9,0,215,26cc46c6346e2c7f5b14c6921e5130907754ce1782b76d6487158b24c118cf5a
B8GMX9,0,373,e9a7a77e77d57f87e6da330892d257b3fb95a940529a205a60963f9c34d78f8b
P48993,0,381,12da6960f2e4fcad7b0f54de588946b0c78339177a4abb7d77c38a436f3eec75
Q3SL03,0,359,e934a173ff2396634c0fdbe56527286c94991241b5f6f02be153984c9aab337b
Q7V6B8,0,390,7c0b271512809af1903dc965f702887c6d4c7a6e912f9976bf540a9bd4b6d1d7
Q1CRD7,0,316,478cdc4de319ccb47276f97d62291d998da6949a73dcdc6ca7e05390ea57238b
Q28LT2,0,178,d4e890ab8fe2cf17adea9995d4b9b21ab6f70c80eb7e04a7b346469fac18d0cc
Q494E6,0,158,d47bb6d082919f370d8a881bc97342681dd3a0a5c80daed3a27703b8c02f2ab0
Q2W4S6,0,150,c650972475259d672a9effd730f466a832f805873709010277f50a0ef31549f4
C1A8F6,0,164,39dca86c8a8aa3b64fbc58ab83dc1319c8b3e626ba6f8783d99cf7c2b722fd17
A1SJG9,0,161,1780c03036595ac810d8af442624b212512273e99359fdcb3011f949041726e1
Q83FM6,0,156,d864897df9765c9132d50b93e62a0f37d4bbd96faac083f9da5ae351bacdc654
Q03PZ7,0,157,6826c2ff6dbd5c28bcd288ab8037a539de74c9014b143834a269d79a086b799a
A0LUD3,0,165,efa14496f542d8ad5e2c0cb67c679078a1f5831b7a7b6e58f7f9bec25aeeb955
B4UIM2,0,162,256e451a4f7e48e4091216749434c2328c56b351c122475791bbd7a1487f9cd7
Q7NLS9,0,180,d8c9d40d84fcd87529c921e69b4f0a8c6725a876dc8b55e68b0cfe2b3e20a36f
B1I2D4,0,158,eaf801da5fbf0ea269bbf653cb10654678d276acd2931cd1217de53c48abc381
Q7UGV1,0,155,1f87d01ace52383a57204d92ad917fff3096b247052c3cdd06a8c535ed2f2b49
Q8ZTE3,0,150,2a617f3aa3db35073e33f78141170554543b1ef8ae8a2a5d0636068b3744fad4
A5CWS3,0,167,81ab0b0b4bc54c4e84ec7584e9d54e062fc42d3afcfbde3bc29d4b1fa9168149
B2SNW4,0,154,ca1fd27564a44bffefa577e8db2a86149b55942deae083fa40daf2230d8d9220
Q03XY9,0,156,5b7a93ef4381cd7fc0b4dad587b9f9b22a602937590b7effc901fe26c86c0644
Q5L4Z3,0,154,ffa7eece7c76eb519b1369013d85eda011f5a43aadbb311ca8a5602f27b86348
Q9A8J4,0,154,405d7012b8dcc3a0e1ea17f01c1d00d6f91de12fd70feec418396e4ba38e816c
A5UMS3,0,138,08cdd32d26824123ae394794fb0129b79b812d6d46935b8349f54c8f7d048f20
P61727,0,181,a12a437a77748de977f1f341e781b297f84bbd870c6cea4ec9a195a1f7979689
Q9XH32,0,222,758d1c02682079864d87da52ef54b6bf68389da7d72ac85faed9278e7ef6b058
Q12YR6,0,198,40c47b5c7e94fe1ec79e13ea2e9a6a4d78d1f3216b28ed65edfe0c2b44831ee3
A0RTP4,0,201,a3d8517c76a6eb02f963b448206dd9932900f846f40363db112e3deb02c7f10e
Q24PK8,0,199,dcf911ebd970ea3b6907b910ca792d5d40e9dc2cee912ed08b4ce637d52809c6
A9A4S0,0,205,f5caab1384d0cebbb373cd5c7d3c3e1f05ce7ce74f539cc9230196d8c77737fb
Q8RBJ3,0,292,132239f28b6c43b36c9d1d792f1eed2591a6862216d31008075d32c1446f76df
Q03144,0,224,f10f5865541c3004c0e06ddfd1859b8132922d87e44c931b0149e6f82c68ca39
Q1IQH8,0,192,ad72a1e3aff529793cfa4b70c17ab32e08de5be840b109f4642b4e3a15c0db17
Q2FTH1,0,196,e727607d6deaa06f26e9265f369fbc527b619d16ea5e74159aee26c15f5b48dd
A5IQ73,0,186,090da234f89c6842cdd2a86da6be4b98722186e8e3d1c0109d7e6450d600b94d
A0LVX1,0,341,66dcf7677c0cbf88fe01a794d15828845782b407b9e2dd737ef6a0cf3209a407
A1R674,0,332,c16023ba0e0e42f4a126ce99002bc72cac405f8a3fcb463728f3be8e330dd8b7
A4FDY3,0,337,564fd8f87dda3a571bee96b43cfb2ba839a44efa3eed524de9523d0ad76caf6b
A5YBJ7,0,346,8aee86e718a2eef6b05f31525832ed6cdaae655c7c333debccba6300a484980b
B8HDD2,0,337,9816763852b531591c59359202d230607a890ba5eda4db35c1e87f089f102430
O68965,0,330,7c71cefcd0c6ebcd659656fafa3d3b43de12f89a311bba9acee86c478711b150
Q1AV95,0,347,4634aa712ba83469c35a1b23367860629d9da3bfa0217732b5f5a6fec5a72105
A1TC97,0,342,d0d7aef7507ca925052f332e87529fe66b20dd67aa1fa72b6754fee63e653511
A1VD51,0,287,fd3a621090cbc72636116c0a475dcd75b3b594a394a453e4889a04a2b7d89910
Q2W548,0,288,c5a503474c9e808b4f6d0a2ad50e497f6ccb552b63fbd6d2703e251999f3aba4
O31652,0,320,9fdff30749eac7b3eb8f8871d75c6164f179fc42e95c8b3705fd4017736d85df
Q6MBY2,0,283,4dd7acd9786bfd8493de48395b34b1b9f4ae523b2f9470a2c7cd361d4c04f830
Q8D350,0,288,4b67a0c53de5156aeb798b094c2d40a926cc89d444c88fb548b62af06651d17a
Q9Y7Y4,0,387,351ef7b1497c952c72abce8feedd07e80d8164bd693ab3442a18b051b4d39b69
Q39Z26,0,271,24c639a8e95ada6becf0659e8a1d357007425ede63d67a01896512200d820d38
A6U6U6,0,316,576edcf12bc1e7d682b8f8f95d663eac4f7e506c392e19f8850628e3fe5a65b5
A5GMY0,0,333,a98b7a8d780b950a2ce42a89785eeec77ac89541058e87728fe119b35bd153f3
A0RZ28,0,310,8b6abda15636afa4fbf887ba2441a786f40137c5450068114f59061ffab0c96b
A9MM32,0,296,ca5f4e56c405e2d19bdd7267c5b72a1761a8e2ed48280578463ca8bf4d67e655
A5GCT1,0,259,e8081cfa6113185d9098a22b64d98106e66dad216d9d65683f24b2f2f94b15e9
B1YIW5,0,310,0f2f71caa0d5887c2cc73b2561a5a98a14b957a695d45cede28011e0113ff27f
A1RZ10,0,282,69e8ae2948a8dbe6b98ae3ee89758b87fda088bf22360dfcd9abf0b245409489
Q8F9F8,0,289,4a1ec2455c010ed59789324593b3110ae56fac018e6eab63dc44e59097d9be0d
A8GN36,0,305,32507a8d5ce46a1e87b711c342db4547a2a21af8455fd6ab371ef3c29f8ad86b
A9WT38,0,318,15f091818912c0a285f7c81a409cad984781aa24e832306451c8aca2ca83d616
Q6KZG0,0,289,85ca13d2a9d4b0c7547f362c247309775b07f1e613b2df975468a37d325769fc
Q8K997,0,284,38d87a5c55d39348550c1d51dca9652e4bcb364ec4d910d123ebfb0f8b9788eb
B1I6G5,0,317,4f4895cfdfcef785ab333d44bc79fb5ef6816b03c3ae3584db38330b4d8b52ea
Q3B5Y0,0,281,f6ad4ca8b6582188918d5c174d4732e0992b9a80686526e0b4b5d44b4290ad6d
B8G381,0,305,f766cd80efdedcd9c0a0279ab774e37b46b3c0f3d8424a84871f8e5f1a2b294e
Q28V72,0,319,2584aa6fab331f6632eb5115f2ea8055a0583ac5984290385208a741edfda677
B4U8Q5,0,274,074fa3ed2a38dbd3b7efc8b0d6c2a7703cb5860228de06a41db77c9629ac5712
C4Z630,0,256,6a0f39f753e37673475dd8f339350b15d66afc93e5fe031aa4886d6eaeb0872b
