Entry,EC number,sequence_sha256
Q8KQN8,3.4.15.6,9aca9cf21b26cd00dea1adebed50443e8e22bd7b25af2e2d179b6506b1c031b4
P35150,3.4.16.4,0ab6b147f983bb060aa49420eee94b8c1505ca183362a1ae4b3382e94a4e379a
P39042,3.4.16.4,16748a573f5b0d3096f235aa8ffe9458d1a07d0a3af8445cc6b0f56ba2cd446c
Q86I79,3.4.16.4,cb1d0baed0201b177778205880823d0513ab92d2e55ad41b6c94d1cc58cc28e6
P04069,3.4.17.2,aae59ac4d07537acb92142e7bc81155fa5d0e87884c3ba73030cd6e70797c8d7
P0AFV4,3.4.17.13,54a70467297d550d0a02fc99e96c0c3274422a2cb91122d715219c7568366dd7
O31852,3.4.19.11,f9948647a5ea75b5bb3970de61cae29de818e1841e1bbebc1258adecac7d7c36
Q03415,3.4.19.11,2995efceab734ca0db7729fe2aaa8bff733d0a94a364d98213e36a3266f6cad5
Q9I2Q1,3.4.19.11,81662021c5a5410bf4cd5cafa4b20632f58dd1a1020cb3cc79e97c9ffe96c5b1
Q5JIZ5,3.4.21.62,93bfa898cdfff920e7d999bcf314e2eee5b0edfc6e8a4dbbdd0013d58e5285f1
O06291,3.4.21.107,06b78eff8f2dac0c11a6d2cc4f6918d245259270d9f336e66130f9cdad5af640
P42380,3.4.21.92,44c7abe72bb78b0ef55b498f9d7f72dfe5c17d57c4a9192ee1c780c0a27178ee
Q9XA14,3.4.22.70,73a7912d7e8cc8f2f42de06d55699abf4866ae3b3e81a8b959e7bbd09199e0e1
Q2FV99,3.4.22.70,032503462c57c0bc4f25a4199d5e746a91ec7beb7b975b8b5b49b109acab3e50
Q54QD9,3.4.22.1,5dda21fdfba2328df44437f0397e52279702eca3762fcf26be01494cc65021e1
Q5UZH5,3.4.23.52,759b00443d01c182a805f3307418090a8231aa15c7e592157ec286321fc53bd5
O05156,3.4.24.75,d130e5840e88ca4679fdc4a924fa2193950faf7f994750b35bfeb3cd16966c8b
P00801,3.4.24.32,6124ca10b7f00265c46a6f2a1555e6b2cfb642ad94a376fe93d03de644033667
Q9I060,3.4.24.33,d7ccb1a3e16cceaea5e7bbc8b9815da4e01f91d3ecb36801d2eb389d11e741c3
Q5B7I7,3.4.25.1,5e1b94ce3a443fc9b1b9dd7f4865fe8cff5d8a0f818d97e5e519bacc7ca45265
P37112,3.5.1.14,046c83361336e4e3cf1df842297002137ff3c944706ac95474c10bf8478c9e77
O64876,3.5.1.121,68443ad83d88451486345a77fb28911c1b40afcf932c39b7682af2abb00ef955
P75820,3.5.1.28,9590962b38945683f0dc4ac71662da5595f1cb6d544598c4b6c1deba05ea8eee
Q9P903,3.5.2.2,4d27d7cc5b84f133c89d01a9d719f17089a2750c158b5df3b4fb2b7ec360252e
D4AXL1,3.5.2.6,b0dc0d02ef0a4d034b5262d81e7f97f1f9c1117e4699a022a7ebaf711afd3ae3
Q59514,3.5.2.6,a15626f95e7b69aa1f2d5b67c8526d74d646f0893690ec1fca1d6ed461a8b57f
P82678,3.5.3.4,7d25431339ce681d41dfe9b9fe812c1fe9053eca444aeff4f92b0eb57c23541b
P73270,3.5.3.11,8b5f32150fe8a7abb1c0723a52f1e90080d476b347a49a72bf62adb75a7d002c
B0R542,3.5.3.8,4a552d818c273fb4240ec70f7a287cba2967c00be7e190a686d90a4a9caf7b2d
Q9RW45,3.5.4.40,51a52dd54ff9d741374daa71d8679ced6cf60a3f32d0713bf108e4dde8eca248
P51599,3.5.4.16,a12f4bbfbf6229e3ed8057ee1bc722d6e4880ad4186ef4def1460edeb975f6bd
Q9S847,3.5.4.5,90f4420ce7e5f744268a0c2abcae8c5ae57ee46b90784191e172c03a24533005
Q94JQ4,3.5.99.10,9392869831a67b8e7a6ec7e8ec5e8e0bebda56046ecd51f9824f6c56e054c7b6
A0KYQ7,3.5.99.6,320cdeb27a11bf6f1b65120bfe1e1b80096ed00394a992ff87b216344fd1e044
Q9KWS2,3.5.99.5,6dd043af66b4ea5daaff8e1844682ce1a85f5a3c9f1ee761068ede70ac8c4b54
Q54BW5,3.6.1.23,c58591109d4f3f8a64efcb733841e727a5fa6839a3aae0051871dddfd95c2b46
Q2W9Z8,3.6.1.27,87121fd0d4928ea7d51a11428c73680f1ca385af2b915b50d345e14f3a5b2910
P96590,3.6.1.55,32efcc31dd55b73ba5a80943b247d12d87015a9fc3c3e2a7fbf957f1b5ea7266
F4K1R2,3.6.2.1,243ef0e1d63dcc10240e6bfc573a08c2c6790e00a6dd3edb83f0a2e9c480cf05
Q8GUN2,3.6.2.1,a11002e8146f88cd7a74ca57fba4ad339c067fb7b0527d69b0769178e0fe0c7d
Q5UQD1,3.6.4.13,17cb649062835837748d4ccd8803d06b393761231a5b91dc240225636fa02abb
P37024,3.6.4.13,271e17532c3746b28cb4f6c1205072114b28944fb76e1f7733f101bb9aec0387
Q5UQ96,3.6.4.13,ba645bfc34cc461fc47f2eafed1dbd346a33ac46b5fbcc4261da2e037f31e083
P39730,3.6.5.3,0d8c53b982ba7e7997dad888fc64f2157dab8b407f65dbf289a84cf986553585
Q00246,3.6.5.2,0c2488370974a52d03eb913d108204346862200c71371dca26273888b6253799
Q55AX0,3.6.5.5,2fbc4a4ff05c4fa11e3268cd97a73294fbb080dc7f2c81016630e3826502a6be
O87697,3.7.1.12,9c8de228e6b5e838eea25d9f5c8f1740a9517130bcbfeaa6ac60a4f1cd1705c4
Q58544,3.7.1.12,021cff706feb7087a94a8b796a987d519b4c7e0af3f7214939ebce4e2ed1db36
Q05631,3.7.1.12,6583d1a063a4e5022215bef1549668d3900340c8de8c8378484fb7e64a606a87
Q60099,3.8.1.2,58d2d368ffdd947a362ea66957e02119c8bd8d7bf739f3d0c2920501228fa9a2
C4R360,4.1.1.65,921115d0103cb85b63ffebce7334d0dff4e08ab183a854bb416636e070768b48
Q59727,4.1.1.55,e1375768a60004202a2474d00f25402eee1fcc074802e86e4205a1e8927aa937
E9FCP7,4.1.1.11,e5fdd7122d3298f6d8f018c93072184be3e821edb2d0e04874a684ad5b4ddc0b
E8WYN5,4.1.2.10,32d39a7dbdb67772c85ffdac8b325b98147604c1b7bccce53a2319c1b90b50fe
D0ZLR2,4.1.2.14,fe861709673bacd6ab2d5c6968558314ad4b6214fe92d7654a465aab20d844ec
Q46DA4,4.1.2.43,fa9b051b681cac8320cc8a7ec419df8d2e0bc9992adeba26da63a3082d55b574
O07717,4.1.3.1,76f9b898322a7aff33afac58bfec608a5cc8ceab143f6f1ad6fed92b4d92ccd4
O81027,4.1.3.4,d47aadf5e7afe8d9df1ceed3e4e633637272256e96dafa48ab2f8f2c7d31569b
Q03266,4.1.3.38,ba690902a772cdbe46d0f39c15acbe8001d68efbd49c05739c98c57c5b4a6dc4
A9CH39,4.1.99.13,028b016a0513576a1e528e638487f8a184a1b1fb222002d3d637d3dfbc1fcf8c
O76454,4.2.1.96,3e653e862efc3ae4a6dcecbbf1a30f82ad3ea24c224bb2d88f58d84c52eef167
Q8ZW59,4.2.1.10,2e32e8f95ce3ca0ac3a267bc7acf618ca482d78d1d082d0f9faca7864443e1fe
D4GP40,4.2.1.82,0b173980928d42e9a131d40fdf26c74aaaaed4ea7bc97413e30cdaa66f997452
Q59639,4.2.2.3,4d464a85aa4fc65a2be48e2ef465a2b57025b39424fd4de892e62483cf0e6cb5
Q59801,4.2.2.1,95577035a3eb46ccce8255734f291d5f0aa76e3e55961e851fa26138aecc5546
P59807,4.2.2.20,a93265c7b3885fcd47f033d5bb5aceba5b03f75cd8cf171f5a0dd32841c4e5cf
A0A5Q0QN66,4.2.3.135,4ce320958293a06b4dbe90cf92494ba51031e98f3826c2161f798968051fc096
A0A0U5GNT1,4.2.3.194,92c38c453d0d89c62678c261deb2e07580ca494c158c2f6ca5480d3b03c818e6
A0A0A2JP58,4.2.3.100,049f24c88fc16826a03c0b727845195a25d792f255d012c0f1b9bc5247563af9
O27397,4.2.99.18,fae70bd8591fff44c52d881fb6b44f4a8ee2fd4ffade51ee9e4e5ce716b2a470
Q58030,4.2.99.18,daca64ae3507e2624fb4e0570eb229859c6c7cfbf560062dfb8f60f8f0bb9fd5
C8VC05,4.2.99.18,f3a8bbde4ad553e902a339983c8023fd7e68a1b1367785276abad83753188d60
P0CF21,4.3.1.17,305bfda5b193ae923cf06ab50ed5162c1849d9247bef6f286eec7f1670728182
P0CF22,4.3.1.17,1f34c68e9e76c7e2d4240443cbd12733c2c0bffe2148ffb648504835a16bf921
Q9W1L5,4.3.2.5,06298ce4c0bf5c5e306a0e0b89a6931ff215ee6a3bd08e9b1862b85fa089bd8f
Q66I06,4.3.2.8,fe4a176fc9bd8a7f06c5243898486418dfc451460b68a4c6b71b2ad49d2c6cfe
Q981V0,4.3.2.1,78559e5a59f90d041c2f8932ed1dba7a47a12b7b9bbd6ef9e827a299b0d1988d
Q8EZ24,4.3.99.3,f7d1d5c9910e98407bd8c4584c75f63a1fc70fff5074b9f5734baa99f1da1a96
Q0PBX7,4.3.99.3,e07dd590cc5081355afe725f7a6b19d2daee5bc506b43e1c8faf7cd86ea5906c
Q9M8R4,4.4.1.5,cb180c549076d3facb510aebb6de5b81502f25f7c4021359fb59fbf3c8439190
Q5LW89,4.4.1.3,397d5d57f74b347ea2fa81182263b47237a35983cb2f9e44f1eddec45034c066
E7DDH2,4.4.1.3,ee24ce384be9bca219f02ebe339ca8b840dec61f27109095c63d1bc73c1497f1
C0HLG3,4.6.1.23,e3149307fdc659a8d6c4148032d5a69e5b15c5bb8550b74ef75bc22a9756617e
P30289,4.6.1.24,ac3f4e8a53ae4c04692052fb3961662bc93addbad5ebcfed837132d6f0bf46ce
P43524,4.6.1.1,c92dafab332f30fc34a84150286393006da0f04fbdbde2e39409f35f6f2ce4fa
O29537,4.99.1.3,3162a160d0832cbbe3a0d3311df9bee8d3be920d299c02592ede5f180d797b02
Q84JH7,4.99.1.4,be8cebb457eaef1a3ce125f192279ac172d514995fa57d019d9c44a67b733a2c
O51127,5.1.1.3,3567996d66833d05e381967d030317dfa10dcf6b86e5af4a05029bee7dcf89e2
B2S303,5.1.1.3,53d009adabca51f690ff8e4570e6063c3b65372fb78a6a3320f158f9289964bc
B7J192,5.1.1.1,722a2326cfa09cd3750172bb194527dadb4a94ea67de2f9a41139a0c82459307
P39840,5.1.3.3,66cb5cee3e4a9348f8c2384a8badada43c5e347b3711ab9689df00cedd19a60b
Q40784,5.1.3.15,398bae07c541e9a3b7d189eb053120de348c671372fc3f306fc1c251bc53a208
Q8P3K1,5.1.3.29,4183d9f3d9b660f1d0b627682cf854bbf2df221e5bd891007f2b06fc1f6538a6
O58010,5.1.99.1,65fe0d9bdecfde62593d2487e39d27569c44e93ae17c0244d92f1e6ada72b18a
Q3IZP4,5.1.99.1,dbfec22689f26ab622cda2a3949d0f23f3ec47694e6e48800073b3a98ab33c5c
P44721,5.2.1.8,21c349aaaec8011a6f4a31d2d767ed43a8ab66d2bf0f376153ec577d433a363b
P0C1J7,5.2.1.8,515c556c7b8378cde0577f43033f4b131f268ecf78e127257d73c41f2686adb1
Q9SCY3,5.2.1.8,1ca49e9b9ba8d8122db0e6a7cb0d83acfc49764edc475b35831e6ddaefcb38c9
O67879,5.3.1.23,c6829bd2cb8aaa15879ac1e2ddb46f04c06b02d6d11dc2abfd9958960eef962d
Q9FI13,5.3.1.6,b49533eee8c03ba6d1afd3b17d091fed7e3762fa2aafce8c9a7802116365bdd3
Q9Z5B6,5.3.1.28,cff202b040e932ed2d001d46899a347cd8a40ef3c45fe954e34cca39b90f9524
O75521,5.3.3.8,9ef410bb241769ad79c830f5a00e707c458fcdec99d320548fa6fcef02d0df7e
Q55E32,5.3.3.5,ac3949f302b29b60244fd76fcc67e9dffa0f45a7744e692651287a7c4db4eb94
Q05354,5.3.3.10,a5422fd3151831fbdb80daaf6c7e9ceac114bb0c86a8d1cc11876d12fdafb632
Q12404,5.3.4.1,7bd1edf1dd08ae7c653b6f1e708d2dd26e091c96b5bf161576fc2cd44a22c8a1
Q99316,5.3.4.1,962183b7c4e1fae228df7e644f2afe3b9cb8659dade9129594483c35474a1f5f
Q79FW5,5.4.2.12,cfe4919e06beafc030642a5cd8bdb0ff58ebb03ba9ac6b671449d811ae5094ec
E3PY96,5.4.3.5,6df7678e183d9ec2b1a26147071b5d3f9bd53e5ff466f097d30faa427ad89b38
O74038,5.4.3.8,c3cbb827837bdacda81e08292f52d2292f04391f6eac1d5b919dbf227b176de5
E3PY95,5.4.3.5,1a5fd63214f54ce2e92ef441a773b6307716b26a7803b1b21686d8dab1d87392
O52214,5.4.4.1,9805308f36f89d11e55133c927da6bec8e16545a2091af65e6cd4cd9d3054f7e
O52216,5.4.4.1,49bddf7b2e2395d45d654164691f9aca17a9621515052f85eb0e6ad58db49497
Q47417,5.4.99.26,0020b6ed39e1f0482be44f129bfd8216dcf478c68e20171cc43f1ef0b1de4acd
I3VE74,5.4.99.64,a379d9dc50533dee50e6d70bec7ffb3879ac19862455256a635ee689547c8982
Q609C2,5.4.99.25,91eb2c82d79d732d7a95c94a357b8b6e646154555cb29ffbb6a1aab4f756e50c
A0A2I2F2J6,5.5.1.6,3bbefbb4a2703b7288f45d6d8ef7f294f6c79317a3936aa216b6afea374df6e7
A0A2U7XUH7,5.5.1.6,d7782f8cec236608f7dabd434a6339e0a15dcfe4559d245d4bf28797bdcbae85
B0R753,5.5.1.19,e12705de5f00608417ab1136631554de66b07c77dce599c683a07d3455fa3096
Q54KQ7,5.6.1.1,6bb24e61d39ad8179b83c5e7b809a8f509a6686d7190d70cb2e3850a1f8de1b9
P34808,5.6.1.1,f4caf1e9d0f257bef2ef60032b40f28727145e62bd54b6c672dd2c7ec8fc96c7
Q9FT74,5.6.2.4,deb7afd320a00d18814e8bdd6d9c7e7a244fed4b91cd1d29f86c4b7edc6243db
Q9FT69,5.6.2.4,10dd1d198066a7bf96e51834af31df5ab2bef2749ac9ae01977729101f7437a9
P40384,5.6.2.2,b8e603598e12db688baa8226aef37576040601b12f5ec2f332b091bb50e4f18f
Q9FXG2,6.1.1.14,cc0b35f4f92852308f969e141b5d117589515426948e3de56f056f11393dc868
Q23122,6.1.1.7,b0fae5141a161dfecdb9ae17a772524d14ac736db8ff1e17e5f5795f35382f63
Q9X895,6.1.1.6,f745c2d0db7395d223e8cdf973758b4ca3b892db9f2f2866c1fbe34fc3c39d68
O53076,6.2.1.22,5c57888d29d692c53f01f0dcc6b7b2efe758d8809f25c83cecc360f4f0e2bdd2
Q8VYJ1,6.2.1.26,e8eb66461207de7cd8bde825826d87f7950b0b4cad09b5b392801e201d85f160
P19409,6.2.1.7,cb5910d71835f33865458bd2ea6ab0b4b9a67f0e2b22c81a4395a7a1f4cae43a
P0C7B6,6.3.1.2,ff1501302fc3b086b521babc917808d30d075f5c1d5ed0ee83c52178a3b9e1b8
O13629,6.3.1.20,c628e3f70e67a5b8fbcae0814dab6d8ec18ad0ac987c385a0952e9447cbdd5f4
Q86B00,6.3.1.2,f67663280b5bfc8ff1d6f75a1f7b05d21c37a1f63bf52c25905314c3cd379b53
Q0S8V5,6.3.2.2,c9164f5d7dbe4db0eece8978dfd034ff14c56e5d8082ebbd14cba04a84db86f3
P38254,6.3.2.25,73680062dbc53026af627686359b9981a93ee93855aed7f5ef85c91a0ef8e8ea
Q5NAZ7,6.3.2.52,cd7eed092e47930a40d13e41e74e2923599bbe3295c5f6925a9ad85b2bf9610b
Q8L539,6.3.3.2,cffcbd78d6cc2b7788ae8491194bcad5b33bae95614c33b7cb2460817728cafa
P40099,6.3.3.2,c64f538183f7988e01decfa88a8369d0b9e546dba0367b2996dad119afc1a98b
Q9T390,6.3.4.19,2000d50a2e5d99e3fc67ed9a0918bda904664924d250e123ff663e2c7997726e
A5UK38,6.3.4.16,56ad2e48d61bd582a2ebf004cd2ac872dbd1bcca02c570b152f545aa272c0074
Q7UNE1,6.3.4.19,a36e11e0562dd6a72fe0b84bbd8186a88bda02f59b101227c256bbd7b2b0dc7a
Q58456,6.3.5.4,61789cdef8010854abcf7e5f082466817cbe1ce6acd09bef37b2df847d21dcd3
O83759,6.3.5.1,d0c0ef1085f15ae76c898fa9a8cdef19578d4ee1b4510063593ee59e62775697
Q58516,6.3.5.4,ec2f9fbf21b84b8ca25250f0f512dfb3616f9804a839ebe916cf35a28e54e6ce
Q8RM02,6.4.1.6,ec2b9f7beb6f0c9a82d0e33ebbf97a58245ef98d27545c773917a6e53313e9d4
Q5P5G6,6.4.1.8,25955e1946b470df26e392f0d5271fb226227e12b5752df83b91a63e79d72902
Q57706,6.4.1.9,1ea4b59d620aa3a3425da02f27afdd6096d1d28cadfdf2879bb21081f479cff7
P03627,6.5.1.1,d5340e4061309562141db67a1d83ff557f292c81f2666d2dffd24d3265db8ad8
P03631,6.5.1.1,babc4114894a0d3e81215d03c086b4fc29df3f44faeb345f6f2be84f88906b5b
C0HM52,6.5.1.3,b75bcfbe00fb8c0cc25b2c4cc913c13834d78111dd4b46d932f0b110744cdf41
P29933,6.6.1.2,193ef0486cc098e46fb07ecd2ceb522f9834f77dca0b5c112fbfe24434fc7721
P29934,6.6.1.2,1ac7782d71aca3164e1476caeea58cba80f8eb9877fc007e247e6e5563b93654
P26174,6.6.1.1,8be556b10afd9250154a4fd76293627d5fa2964c6edde590cd1267be1ee756dc
P30815,7.1.1.9,0542fdede0a92f6d7e05210a6f88daf6ca752c6d39b6dc2239ccdd2309157b32
P19968,7.1.1.2,946cf0795ef4d9987efd6aec6386326c8818e10adbc56b03f19183cb0ce34c75
Q02854,7.1.1.2,ddef1db5532aa557a19737b91918e431d2180a9f31b538ddce5e1cbd3aca5d5e
B1AIC1,7.1.2.2,40184570eb9cba324562800784ba208afec35b5cff6be2a90f310a6b08235893
H6LC30,7.2.1.2,e30bb67a0ae31f28149415b81d241e90c17ebb15c65edd8c254e4155a6620084
H6LC27,7.2.1.2,7cfaa20e1b6d2329a5e58d00a6c5e79ef36304d5bae69de016e6cd1e13664062
H6LC32,7.2.1.2,ee820fffe18fa365ad62004610fca843f6191618d0cef66312b7c3c214b894fd
P46904,7.2.2.4,f50c11b57e35dd9e59a07d2c58c2d39a3beded7e093629e295deccae2a1de4c4
Q56724,7.2.4.3,47619a2f1ed4e4371353f613e26aa6bd28d8c1f90516a5abcee37d8074ed023b
Q06700,7.2.4.5,2994c72d4533191c01b38885da75ad1807ebdf54aa98587810b93e1a7f7f5dcf
O54029,7.2.4.3,296106ca78b4ac5ecbf73c6419f47e9224a152a15d4a6ecd31e394ec082f29e0
Q2IN45,7.3.2.2,4ac171a8c2af49a455fdfc47dec6c44379483809ea54be4cf8e83d7cd2d05f10
Q57399,7.3.2.5,60352c763f54e490edfe33d6819578e72e3cc03a1637ad5ec01e0fd92499e7b2
Q0P887,7.3.2.6,53a9c1ef379772ba79500e521fb74adb4d8350d3ba9981835d4bf05f31e88402
P31742,7.4.2.8,6eb62d752564e3112496ad7c755f0f9d9909ff209bd158f1f14eb55b5af0ed94
Q7VSX3,7.4.2.8,fa6c8d668bc0b26de89bb5235bd342029413d66604a20dc5dfaf0454a0fc3b4f
Q5WCL2,7.5.2.4,48bac66fdfa633d66238ca30ff1d51852063c0696cc6f34a4e0733fda6e65c83
O21280,7.6.2.5,24eb7547143e2410d60a55d9c480f53d545bc3f83d623c0a485a815c85987c23
B0R5G4,7.6.2.8,59bed43348751efd41153392c75da7a48e4001909057c00f45b4f2e7d93069c7
Q57I19,7.6.2.5,50c62031114f8fdce87b78cbcf7361e26ea12a54105687e7e885f0d24a3fd356
