Entry,EC number,sequence_sha256
P0CG30,2.5.1.18,d861ef5d3ecaec79ae03dacddc2fe41e94515aa6081117382bbad91195308754
Q86AU1,2.5.1.18,1864118f9928d2262b219eb590fd6da001f8cff5f690d4436ccf5d4511d5bf37
Q6Q882,2.5.1.18,3a87bb553f7bc0e0d6ef1bf3be8f16545bf85416d7e3ebab1619e95081a22a8b
Q0ZS46,2.5.1.18,0cc83737295af0800a5d0e95cb187adab2c8126fd118eeaba9e862c7af403919
Q9M2W2,2.5.1.18,26bc34983f08a742c29e80b4466bfe567304fa1d896d314a3c934cdb752f300f
F1MVX2,2.5.1.18,6d2c3d3c8722dbbe45a9988abd2d1b031833404550ca3c8bd0bd198be6e5af9d
Q8LE52,2.5.1.18,c330649e952447acc19f59f654c9125cae78939c5037d3df475912567bbd6fb9
P44521,2.5.1.18,2065c9aefa818aa7e6aaf023becdc4f75bf9d35f3bd9b24089430cfb21803f71
Q6NLB0,2.5.1.18,dfaf09e6bbd7be92e611dc8f4d138ecfea2305e6e5005b3a56be90557be91ca1
Q9WVL0,2.5.1.18,8da4281a9cfc34137c0115df0e5bca3b734db788e620c290765083b23bb64c5d
A0A1W2PR19,2.5.1.18,556cbdf5970aa0fa48da07658f2a88c2d1fa82748f0616efe9df9cc1628746ce
B5BP46,2.5.1.18,e5758d3e002a190165a0b0b8808ffa23cbf8d7fb7f40b8ede7e9a142c0954527
P40582,2.5.1.18,da701061059d72022eb41ca5fde0efdd0927efd1637c8ffbf4b547144f6e9438
P46429,2.5.1.18,f00b4829815547f2acdc1ac50a0e5b8edd6db25b47aca394da9896fd90893fde
D2YW48,2.5.1.18,0e322557249dfc6590ec72eb6ef6382e0c8570d4755836af513d84b180037d2f
A0A2U8U2L5,4.2.3.104,82a62a822b14cf060200813403d45b871538020231b2a99c573f5c4eea9d1e8b
A0A1V0ELS9,1.13.11.86,7d3a9116ad69255a0d52caa6b0390b3f5f3d3ed235a869c51074fb0d8fdfeb82
A0A1V0QSA8,2.5.1.10,35138f45250db074319b62c8d8378f6319b2b20f481a4845a955ecdc131cb670
F9XLC1,2.5.1.10,019ec31bdfbaf972b832a0b6b2e59247232eb3b0c8a1745daa1d05e8ca73f9ee
P9WEW8,2.5.1.10,15199e10e4de66bbf762b40ad6a968f436906d81f5768e071796474f0fb0c690
O53507,2.5.1.10,31e1195704573245de3381be4fc8f11967e4e6ffaa8f7f3e0da723905ee02caa
O66126,2.5.1.10,3ca2f8e975ae6f428bb36e90f62528283c2066f2de4ffa92a98f1e789d203507
P22939,2.5.1.10,efc6a2631eaf7d430e481901e412aa0c8e4fb63089a7c3a7f2ced63ad2a01ca2
Q08291,2.5.1.10,896ed63c24c5c5f72938135ffbed5cc16176e4d4c610f85e36125373678cad8a
P57537,2.5.1.10,f8ff39fb54d552b69a6e5a563e108e7fd7fa1831604a454c536a01d6f5a4b578
P9WKH1,2.5.1.10,e5bb37a6ed071864d4095fa493132905fccebf17a241a94a299b91fbb4ed99ec
P49352,2.5.1.10,a0dcfad3373a404ff31c0e1171fc1f46ca37c8c3f8357ba3221442302d31cbe9
Q6F5E6,2.5.1.10,fdb7ae74736ebdaaeccf0ba789a32fcfd3faf130ec8441b91d9696ee85731ce2
Q92235,2.5.1.10,039646c93471c61b6f623d641ab30fa1c509de4572633df5d41f44ed44f961ca
Q39491,3.1.3.16,cbd8b9c4924a19d42fbe81144c0d79d637eb4d3b101bf360e26c4d991ac4377d
Q8SV03,3.1.3.16,60a5a7aef7d7d2d947506c803017678d981eb7f922fca5f097388c22e1b475d1
Q53Q11,3.1.3.16,dacc547e6985a55320a24b50fdbc68b2d31a489e6fd1ec9f6762a2c39b46e33d
P79126,3.1.3.16,e1704301070c0a6a1cd8088819f24838482826f8575156339f7c0b77ae964724
Q12378,3.1.3.16,f545fc4bea6f1f29706d0761700dd251acf699622f800a1117f06d337e1d84f1
Q8BFV3,3.1.3.16,9436ff5157ce531466a68b6734547b9cd170c3607afeb62e59922bb2c0a223d9
I6WXK4,3.1.3.16,9fca8cd6aca620bb5ab28809b3dfbe5e47baa8ecb0dec7507f28086624fa310f
P35182,3.1.3.16,3cc966d6b9a5c56dc994f6712a7ad328371961b2f862c65585c71a03aeaa131f
B4G653,3.1.3.16,281154cf46cd2df831d6c18a857da2d056aa2c92436eafb0946539fda2103fba
O42853,3.1.3.16,319c4b26087156cbb1addf49b5ba6bb56fad958362ec16034178bb8b6ed0bb44
O82733,3.1.3.16,dc36f14817d57bd56efd171e7c11d3f2e45a517c9fe7100290c64810ba9b19d8
Q7XVF9,3.1.3.16,d2fce6f529f4cb70f53882332f4e8c1e2e1203c2c0c595bba6cda5a7c9e69681
Q4RQD3,3.1.3.16,10646f7b45a3445d5bb06afba4f113a30837448175ce9b2846f136415f69d8e9
P76395,3.1.3.16,1697ea1f79a3b56bd5da7f7d30d3a007e1c40f3b12652610c1b1628f1d4c3029
Q0J2R1,3.1.3.16,04227e11e2f7d67574d029fd1e33d260f612f5ea5b0c9cf357ccea182f9f449e
Q7Y138,3.1.3.16,30b7aa0bf7ec133ef0e55ec30dddcceabccc04cfa6dece3686df18eeddae0f16
Q8Y678,3.1.3.16,ab059d7962c84f5a8213da5ccba16cd790d0b40511378f3345c2dbc183560e98
Q6NT99,3.1.3.16,70bd2d07d3043c7ee6ebcc68175ccb57d142840e762251dd6101ff634fc6e118
Q9FN02,3.1.3.16,83a61eb29f5a2ab3fc12d7aad5ae2b38d884c65378fc2e9d204db334c76cd3dd
Q84LF2,4.2.3.61,7df811b507f3497715f9d5236400e9f4802c35be6f4075f460178182e33dfac1
A0A221J5X1,1.3.1.122,0317742fc002386b125149846bf3f161cdab149939c1cf714a3bbfcf54758fef
P0DPA8,2.7.1.222,78f9c2039303e1e16b2543c29f4a3384a3fe2e779a54c727babfc5befecf99bb
A0A286LF02,1.14.99.59,0906912727d42d135729884d9a559dc6d5afb50dffd16b070b9b2ccea129f8c9
A0A291P0C1,1.8.3.4,bbd73d932e41df5192d0924e430e87550a63abd10d49c432f95ec8082dc4574e
Q13228,1.8.3.4,b63bf6ce4e01da23999e4942cc20e434a0b3e45f597ece56ebf12d605f287250
Q4K423,3.7.1.24,3aafdae8d198f31f6378351cb44cde6771f7688ae48f98d679ac2d93e615c802
Q9JJ05,2.4.1.122,a5c3a8e9499f6e26b5a53b60f46b439163ef726cf2ea6cbebef43256ded969a1
Q4KXC9,2.4.1.122,3499739ce0593a4dcd8d1185fccb04b3f1a5967371ebbd3dc1d0544b673685f3
P40999,2.1.1.204,b9f1036571d4d1a87a6dc0b2f05f8ee5b3e88f3a3bc0f52bcffe412a140b8d8c
A0A2H3E4G0,4.2.1.66,558c53a7d663f818cce242e55ee30b1ac88a058094362d280d7f2cd255835777
G2XQT1,4.2.1.66,838ffee6044e5d3a9c5b43ebf541f458554d4781b2eb72cb27550fe6d541ddfe
Q1GP76,3.6.1.9,678ce0c07ad28f22757fa617aba456a98415b1e243aeb88d743f8f17503c9f85
B6JN80,3.6.1.9,d29fad700b6c5e590ebbe30d1b5727361d1a8013faf0a294b898afa96d2d9639
Q6MDL5,3.6.1.9,1925f891b0d94f02b003a16ea3652ebb20bd6506127f99f967db0380c13e6310
Q1DAV2,3.6.1.9,e8e016a10cf6a1a72aa582eec8a969c1839c9cdc6c3988eee738fc734d5f3e60
Q6A725,3.6.1.9,004e7612bbc3e0652ee96b31b106db58536e7f1f928797b1782d9f0942c8b1e3
A6GZH5,3.6.1.9,bc72955fbffb950877d7c43319d843260df12dd1359ddf503a47c54a65e77513
Q8RFE6,3.6.1.9,1ecf40902e4833cf3d73df809b1b71f42240a562ecfa6b2420d427a71245cd4a
Q8PVQ2,3.6.1.9,92cbafcd6d0690a0a6b0e29e13458b3bc6de07f25b47a314cd84ffc13c96473a
Q9NV35,3.6.1.9,14995400edc57f8b57e4c51846467559530c436ed34a22c00d6085db53c79549
Q7MWG0,3.6.1.9,e734280b70991d89d2790f164763af63f8fad186be778e4c78d13415d09f948b
B2V089,3.6.1.9,55b0c305f42edf748657576ff6021ec3bec514ec649a2009841a935e92b35e0d
A3DMH6,3.6.1.9,8d7eebc08ae6ed33d52677e08f4e00106a662835d9f27a227e550f9d096b7fb3
B1YJT1,3.6.1.9,b5dc065b237ad20ce1f64ddfc9d5a48ebbd9eaed407d1c728625c62a1e1fa8d8
P39997,3.6.1.9,7ee5b04ebb16ad052673e9b601ff0c015e8814af3f19b754d44dfb08154507c0
Q0C6A7,3.6.1.9,8785ce139cfda2037ca012d3d8beb34b0ec963280e3fa49f0874d0fbcad4d619
Q5WEQ9,3.6.1.9,973f1b393df06fd49e626d3664150001bc28d2af0f164637d20f9d82c0a6bc9e
A9NE14,3.6.1.9,14df42ab65576c6c8bad682af667d9a563b9dc3fc3fca87b02cce1e7f067be9f
Q6AMI5,3.6.1.9,1705cff67c9b9516bb74df75286c1ae61f068028b62415c7746406c1804fd4c7
Q7UWY8,3.6.1.9,884b1eec54eebfb4a82e89dcf0072fe3c0d7b11aaf5e9bdc3fbbcd3cc32f91fd
Q2JXB4,3.6.1.9,405425e20dcc5e4fa4fb9d1ad4dc36bc4b00f08463df6077f12fb9b36b4d7c3d
Q8Z688,5.1.1.1,60b0c51c93bb12eaf0b4bfe15e9da57dd9ed72e1612f622b134517a261a894d6
P58736,5.1.1.1,a21a9b63fb6b83f0ae80ce0865112500532ec93afc594419f3cb260aca25f6ef
O86786,5.1.1.1,d97478a9c4bff083f87a44098bd2bbe1755dd79b8dd13b5a13600dc49f89580e
A0A2I1D2M7,5.1.1.1,cf1a3a0e62023cce08fb57069d25f71de0385e9e2f9077f7703a2400eb52de1a
Q9ZKQ9,5.1.1.1,0b361595f18b8f650b04b2b16d1c1860246a2546de526b18360ddc209520a124
Q68XW3,5.1.1.1,47f7d701becc977212fcce3523180771559375c8509569e06145e98fdbc91928
A5EW54,5.1.1.1,45700c44ad6c1d365e791fcf29dcae5875348f22ddac71db0a77286ae103eb87
Q5X709,5.1.1.1,b290f99f7542d44b1fc5876662fa524e92afdda52339c495fc0b7541fdf9371d
A8H8K6,5.1.1.1,3a3b4b3aae6c54d8c65e69bcd18288bc3bee44afa64633d31ffecf00f6c60ab6
A5N376,5.1.1.1,f7b99895453e9ffb8eb7935b8c1e3efffe518e30ad145cb782c08053719750f6
O58478,5.1.1.1,c6af6ca28d659d8b0b34e235652e8bf1035e3349c619d2d6a62c75b60508868b
A5CWE3,5.1.1.1,f0a67fb39665a807cd47a03e5d97b4b6e3d84e99b28ae903017b6840aa1eb954
C6E5Z6,5.1.1.1,06b706ab48a815017e211a1bf3483852b7a4680f1879e372478710ddfc695eab
A1U388,5.1.1.1,6140c34bd86eaba003e24bcf860332192db7030054f0bf45191485fe5556a532
B2S3S0,5.1.1.1,97e03b2dc62f5b22da986e51b2e2570018165b1d04d05d4b5f1a5a6dd5f552b7
Q75FF2,5.1.1.1,30bc770bce443daeaba4eec9bf711cbbf0bdd90b5b0a846e6361b85953b6e14c
Q67K79,5.1.1.1,58f14d9b5e8623972728106b86d4aec824b82afb82bdb2700fd341b017e55bd8
P54918,5.1.1.1,f7981d359345198e608ecf37fc7cfd86f59a840d19f48ad58dc646fa6445b9bc
Q15NL4,5.1.1.1,0da086bbe930b70590b650c5fbb2e3595304d1b0ab51f93a6d4778ab4ec8d44a
Q1IYK9,5.1.1.1,2e5cb22884c179b4b710b17cacd0f44bc13565fb8de7b141e5c9bdf9a9fb2cdd
A6W1F2,5.1.1.1,458b163054a19c5fffcdd0a4328ef17cfc89b76ca9318cb75df5eb2c1f831f31
P94494,5.1.1.1,326b3f841e2d561c4833c412c6ce548c3fdec07cf68bfe4032012630c5129c7f
Q2SLB1,5.1.1.1,6a0fea3d17b4cde955eedc7dfb4f03ce0224d3fe83a8cd13da282b2385ab16b7
Q8RSU9,5.1.1.1,7f102a94a6e5ceff3dcd9021b31da612407acf8d2a5fc3e3d07f936e89f6a9fa
A0A2I6B3P0,4.1.1.108,67dd21241d9b68e2ecc1e626ebd97420d8da21c9d572ea16d09135d34a0a7420
A0A2I7G3B3,1.1.1.347,acb94d2ebb21befeee305841ae07da2c8b558c0bf8ae5dab37946a5591f4fd9c
A0A2I9,4.1.1.29,d4e5ebac77307a0eab96f1574792f7edce90439a4eedbbd2c06525a0abf19d71
A0A2J8C362,3.1.1.74,d809e4938d0344e9a24239eb98350d10effa59170e309e162fc4772f2bf4945f
A6WFI5,3.1.1.74,c27387cd87d888334ed904822bb38400bbff8a269cb4caf9c4885e1db8459ed5
A0A024SC78,3.1.1.74,cdd6636a08e783e6e2bd71516d883f5fce8b8768ad7620191b9aaa825318784a
C8VJF5,3.1.1.74,43fab83e0e604ccaabd31b736b482e2d073a9a3bba1a77fe586ba0829e7bde91
G4MZV6,3.1.1.74,069edb2505e4d1d4036988a4c6f54627eb03859ce9b6c430e0b82e683feac54a
Q8TGB8,3.1.1.74,f8c49254d6342eff7c69b94d10d68709580cfdcf152983133ff1238826ef90f0
Q8X1P1,3.1.1.74,7788e8ea032ca637f723fe194e666e077459a4bc45905ce73b8bc47771f94834
A0A2K3DU55,3.1.3.27,af4dd9428c59a1f5c9ba623fe06251a4b058a2d3835f50cd5e2191f467a61df5
O34349,3.1.3.27,d682f65ed373568d764afeba22b981d76bd49ecc76ac8bd8640012a2a67feb8f
P0AD42,3.1.3.27,6fa6d2c1746b0ab275958aa5a3c93de6a91d97fe7f9c4bae4695c47792acbfb4
P38812,3.1.3.27,2f516abb5a78761175c2ad4fbbda175a67a46af74232c8272d7aa24b35dcfa3e
P44157,3.1.3.27,3706b24f22d46d608a7f7ab29afb8e0299c200eb8525afedff22ea40236b530e
Q86BN8,3.1.3.27,73f2f6d16646abf1d3e58dc2cc5bdeaa3381c20fe18cfc15879635899cd7bd75
Q66GT5,3.1.3.27,c624da3ff86ec5e19a1b04d27b8c6a47aff71882d6bd394d2e2479cf0f15d951
Q9LXR9,3.1.3.27,d25b1578c3a99de9d173e792f88037d263cbdf061ecf785c73d836652bad0e80
Q9Y7U3,3.1.3.27,699c12b733eba244da747bff1e683c949988ed476426d38ccaee8dab2e8c4f55
O25008,2.8.1.7,5f3a9e7182510133d0e880765e743ac9866d166c01eea0e1851e5a2377f0424e
O27442,2.8.1.7,9abe30960e276522fc6b67a21382fd29a7a74689872656b4f8bbec4aaa7bd71b
O34874,2.8.1.7,5552b9e82674ef526526a62c9cd4937a55f43f573b52d8bd193ed9d655b2f0a8
O51111,2.8.1.7,13b37969b815d0969f46ccc42903ab39b38d7e7969c059db38f2776ce30bf7e4
A6V0U8,2.8.1.7,e109cb49c5deec6b79bf9cf3a4d0b2902eee818af0db6c3faa23707f41a97909
P38033,2.8.1.7,67f7ffa460f2bc8eb90a43d5e5b96b5daf22c66b600dd22d901cb6afb735c842
P63517,2.8.1.7,db11cdae876fba6b52287985fbb096b2d83bd04122b4d2c5c517bd4e4cab5300
P9WQ71,2.8.1.7,63e43a4087e3afbce0aa018115f4b65558c6c8b897e4bcc7418fdc38bf6ea6ca
P75298,2.8.1.7,11e25a1e3e7d9553a4abb2b145f8089490e56619f3924060f7567db3386c65a9
Q8IBT4,2.8.1.7,c494fab962359df13f60d1d5abf8cd98aa3be0f3634988bc3601b31a83bee15b
Q9KDJ6,2.8.1.7,b1a20e94aa771fdbe5031845f5da430e4f36781275708c752f23f3f3c46d9dae
Q9PDA6,2.8.1.7,149215c7a789921b91f87e8bd3af164fc311ab5d118743804f9125d07737a32b
Q9PQ36,2.8.1.7,0104a9d19e81355eff887b17fca669569c8bcd724175500a036793e5d9497ab8
Q9V242,2.8.1.7,264666df04a57ca5e2279b4911617d8caab2b06a5c7f225f5eafac99aca43634
Q9X191,2.8.1.7,bec63dd0c226000b42a8357ddcd1de6ade9b7bb9535dfdcf7bfd5c185f45b9e3
Q9YAB6,2.8.1.7,6c7672fdb8f46491926d8e64249a61166e238dbe9dfc542a676dbad72ba71864
Q9Z408,2.8.1.7,9a586f8655c2862c6ecd2058778b23763414ae95408e8d7cdb550c2ad931cf1b
Q9Z5X5,2.8.1.7,fa9b61ebe677f53a822ce012214ed226477983d845b719f7e5d90a4c93e014f4
P32143,2.7.1.184,baeb2d18207fd29076c0c9d53ab4be300f7d5a097fa59396a23c27bfd92fa7cb
A0A7W3RDA3,5.3.1.31,7f2518d31aa2643b134ed1c353d4f98ea6ee3aa98ae7caf599ad89c5cf7f1112
J1H1H5,5.3.1.31,8137faf49eb710c8f77b3a399dc63cfcbc5d515dc2dee4497595054771f25f23
Q8ZKT7,5.3.1.31,f1f42fb12a5abe5ff19039b54727b98743337f3f1c0b1ed20d741793c0dbc466
A0A2P6MHY1,4.1.2.57,8c0cf35a0153d730873b3ee577719f4796bb2c622d335e4ca6ab1dae87c1ace5
Q9L7R9,4.1.2.57,5893dc170f8c2ad1bdb35998e42ef1356a52bbfc48f16e8437a9ba32386c62c1
A0A2R4QKX7,4.2.3.133,9ab4db8bf7cdf030dd1b1267141acc7dbdb7b6216a9135b530e66779d1434108
A0A2R6Q8R5,2.4.1.294,5db569fff218cc96da83fb058bfd759bb833dc6eea1b230888c209c5461f1aea
Q6WUC1,2.1.1.128,508d742a96017cd0b443d4170a0d96ae8504d5c0f0005a821c9e6878e40c7ac3
A0A2T5Y4G4,3.2.2.5,9f62f0f62da228057dface2de7545c85a160d5f216d1efe3f72e13b646591e7c
A0A5B8Z1N3,3.2.2.5,340cb22c4991b355dece3a452953be7d331bdeff42c1694afc3fc821b1707461
C0MAL8,3.2.2.5,a7fbd2771aad1f1fb4cef9c1f06498a4f63737971a0ec2cfe980171e69840795
P17982,3.2.2.5,21270a70fc697e668d8535fc084189742b2ad56b45afef1c99382b47ab9108b6
P0DUD9,3.2.2.5,2574686eeda7939659c174b4b48d3e8aeb3006eaef14459fa016413488c923aa
A0A0J5WTU0,3.2.2.5,bdab6c44a0a096f73749cbbb93495d2ae3e605571377d0d54086636df9425fc7
P0DV41,3.2.2.5,81c89ae626322578afd0837af870c24df1a966eb39f849798c7df125d326ee6a
P0DW59,3.2.2.5,55cbcf13fc3bb05baf142ba0fc2d6798e1369f6e400cf0971166047f805289d5
Q4WL81,3.2.2.5,80afdf74a7a8c648227784452c53c59912a01d2263009b74e35b749e4df306cc
Q7S936,3.2.2.5,024b5b6b57942ee0eb345b3508df16bd98fd289e475a02f6b6880997c745c93a
Q9I739,3.2.2.5,49176946aaec279e4a82d67919056fd480a742f5bb0abec4865f291a1c34f909
P21130,2.4.1.10,7fb11584e765925b6db9bea8035e6dd3d293bddb36723a272f88dd4498e65441
Q43998,2.4.1.10,4d847ee0f39cfe04313edb7549b46318dc5bc3c7c01fbe820b0b97235e733610
A0A314KSQ4,6.3.2.52,9079c041ad16f3db5e7944a620e552dbe771777b31fbdf656b2c658f1ec0c155
A0A348B782,4.2.3.100,3e2821e2682949b5b2abcea840a072103ff63fa5f92e91817af2328b63925d91
P86325,3.1.1.1,49ad0d435e4a897ecea20a55311356c6f29e3be43401fd07a667ebf250d0f78a
O64641,3.1.1.1,6b8ec5df324a0fed5a530040cf36bb3a1cd299bdc3853f53480fa4772e982c20
I1RIF1,3.1.1.1,055e45ca05b470f804429b4a4625e5cdce8792d8a8461ddeb3721bb768bc0a66
Q4F883,3.1.1.1,c2f4c9baecb28d410ec843192633791d136e704a4b07a8ef9bb45c033e8d1c3f
B3PI89,3.1.1.1,528f377aa46acdfd9d0e23aeaaac0a6afa2296f2f888f6ff5451c3829afaa75b
W7MSI0,3.1.1.1,d424e11e24d8b681fea149a02d3e50fdeab9ac9b96dc9e223144990258faa88d
Q9WYH1,3.1.1.1,546ef6f082fb829510252ad580ff6a655461d2cc2e39f802bc277d3120c5133d
Q6LTX5,3.1.1.1,044ff47b5dcc8f0ce23177a65fb9df7e54fb61cbef640156c1391bb0a6484cab
O00748,3.1.1.1,db5de3b99e633fa7606d1db3b4e80f87ecc0ee873b182ae300f59a49e6736e25
Q51758,3.1.1.1,e290239d5b582e25e0d2fea2818566d044c69b72d4686e5de3c18256b2a2b934
P9WK87,3.1.1.1,b94c6361b1ab69e255dc5739a5073e29fd8fd40cd23d58fe5c2c195ac7d78bd2
I6XU97,3.1.1.1,293f639936d0dcbe8e19efc77acbcef92c35556f47fc522519c61fb6399d7e9a
P16854,3.1.1.1,d0339fb8fc5a56ed41914b634b47c73ef4bc4a86f44a23dc8eb6fd195be58476
Q8VCU1,3.1.1.1,25a22cbfa7bc153e14e1a287c80ae6eed1d60beda1908fc7e290994a24e79e95
Q9LT10,3.1.1.1,317198f12a2281a906abc853505eb70581bde8df913b959e17dbab8492674fe2
Q9LFR7,3.1.1.1,bf70685d700fb89ea9e466e5adba41f929434e6d73f883f05dd407e22173b561
A0A348HAY2,3.1.1.1,49638a9acde51119938950b2547c2832682830a816f667bf5efbfa4572c4bc34
Q5XTQ4,3.1.1.1,77b92bb541035b9ab23494e206a41f75ac24fe39669f81a1fe8f176a9ebe8b5f
D4AV38,3.1.1.1,7b89d5d71db6182ea0f44cbefce043d26c5ab5157e407aa3f24905f8dbdc0304
P96688,3.1.1.1,71b55e8d25bb4a8c33dc01a88a078334db14c2cc7067ae186e38b08efd38769e
Q87RV2,3.1.1.1,b0e98edcfbc504970bdc6384422ddd45113d106b424f6dc13c7b2fb777580a6a
Q9ZV06,2.3.1.48,1c9011921b19b7624d41bead2c3c87165040c80f473f3523105768f70ce17c8a
Q4X0W8,2.3.1.48,57e468aec80a6c1b8315903dc8a944c319859633a74343454f8f996725e55067
Q9C7G6,2.3.1.48,94ed87e6ec4ff6ee4cae3d5396e82dd79869f96d16aeab929f275f2068c1ff13
Q9M8T9,2.3.1.48,690e56de21c57ae3688be40567e5942d0a3e1309eadd0bb0fd187be4e8df9d12
Q59VF4,2.3.1.48,d83c1857ebfe965858c1926ded7a7e79c356a45f24be9f2dc60ce4ce8e5f148a
Q9TYU5,2.3.1.48,e40cf722d43882f8e6ebf62ce6ee8e26a1f691c0ebd393acf5b5e85e2eac5e7e
Q869X7,2.3.1.48,f20f468887aa87aa44d2446c1f4c602f1e5aac15f161dc742d498d8f64952c4b
Q4PBE6,2.3.1.48,bcf5d82a2a119b02c8be7b95e34014ad04e72769f6a0c42d70632a39e78d727e
Q07794,2.3.1.48,94c8ad01629519c8c82979ffe5516efb8d575ae2dc4ec2d95a007be1cdbea2e5
Q750F5,2.3.1.48,e290ee777dd118611ed51af627ebc4b5bcb9b39368599254920b6e27bc4fba35
Q9Y7Y5,2.3.1.48,cd8f2512c2bfc9b95d67f23cb4c4d58867e614347e6e66585a820f9eb97fe7b7
A0A364LXP7,2.3.1.48,944d87ebbec61d3415b8e9b2740d5756683c397f6e5457edff31f3230fb13463
Q4P3S3,2.3.1.48,1ba98fc0ea362951eef55da2049705d42057ab1fbf9fc4c787ece75ad39863ed
Q5XI06,2.3.1.48,1a464a79111aeed0b97e98b224efeab65f40f3e45c11d0472a2e516b270ac807
Q6ES10,2.3.1.48,9d714ffaac0e9683e0260fa410ebecab32916b84f677e511999fc43ae919ea1c
P40963,2.3.1.48,308da36209866b058c5cf62473b3ca8060a5711eca5f84441df9466130db68e6
Q4I6A4,2.3.1.48,07cb10926a0a7a3be4a0d9b729af8df7b9bdf23753e9dd12ab380890376d772b
Q8S8E7,2.3.1.48,c1253cc761a67f078b926dbdff31d6237af98a5a60cd1c0a85474fb386c7c03b
G4N7S6,2.3.1.48,c632424ad20db3e2b4eb7a67668d1a13726e0586329cfc050a0a777bc2812c18
P0CO06,2.3.1.48,e78d623081765ffa66a5c686114b40c39033d38db223e6b1f8fcf62536cf46bb
Q9UTM7,2.3.1.48,7ada9daf4bf6a8c1e77b8e8b926016e85587e5992d8fbd45e4d12ac2197c1253
Q54P86,4.2.3.160,0c47620f6e6db90e34335a2253e175ae3dd3a39d4072c4c8e700c1473ff14a9f
A0A385AJN0,4.2.3.46,5b14a8f53db813d9d9cc01c1ad47cd537ddd6e32597ebb996ddfdacef39d2ab6
B2KSJ6,4.2.3.46,3944f92d5f12ffc45018c86690c7971a111fb514850116e6d4a5775c496ff347
B9RXW0,4.2.3.46,0c6650bc0dbd6dedd92f6ccf1c3136acafee0b7a917b34b9b880cbf3d6222f6d
A0A858E4Y8,4.2.3.46,b95aa606cc03b810c572a34c0efc7d7256974428662efd3779f6ae1d54b1883c
Q55E23,4.2.3.46,a39385204a580cdb72e7f9b0a62b6724ccb7837b497ea56aca1b90cd5189c68e
A0A386JVA3,2.5.1.68,fbb7eee03c481101a9d92f976954ab48c814e31f02d1a6def4f5c58434a4f077
P36596,2.5.1.21,a38b0b202b4482ba8bad3ce483c027a585607f8aa3a910a56d35202cfeaba1e9
Q02769,2.5.1.21,68dca767a5486932037ceb521449470e1949b1ba873b32e2550348017b271437
A0A1D6EFT8,4.2.3.197,f3cbc6e34cb0306990b1c99505203016c0a7ee412eda502c20ec7b69bc99de03
A0A3L6G998,4.2.3.57,46d314271cc4cf491e4d8cb9f973ae1409a06a3a72aceb2b1bce0b552eaaa5c7
A0A5S9I252,4.2.3.57,b0f37fbc20adf11af6f5a77b4e1389190f1fd32e18d74ae5e47cd26ae1e7c3b7
A0A3M6TIF0,2.7.7.86,e193a444acc26a1f33d7142ed858e8754a8a27f197e40f86546216de29853619
A0A6J1SUS3,2.7.7.86,6d8fb6c6607f65d00f73d02df309469cc674971400e15106f18bb5d0332a587c
A0A8B6XWW9,2.7.7.86,1a13bccba168114b796783ed31de56fbabfa22338175cd236b932f7ffdd13b99
A8DYP7,2.7.7.86,1cb65f65b028bc0306172700fefda4af891a0fe412da4a831ccb86888584cd64
P0DXB4,2.7.7.86,186583bd99733d0520af3f735660bef0db7e404e1a49f75b960a7be18319a7f9
P0DXB5,2.7.7.86,ed703818900163f28e7b235de71589fed33cac65d3f65da0463d23cfa37e080a
P0DXB6,2.7.7.86,6400cda08c9da6a079c5ef7d91ec1fe9a796db9e75aecc783886633e0840b06c
P0DXB7,2.7.7.86,ddd2404d217cd7770fd7692e0f2260015dfea2d8cddf798471bc4211585aecac
Q8N884,2.7.7.86,5640777b023c1125a0a41b9bc312c49e2f9332659fd8d3d349cdb110ead62df2
A0A3Q7GYG2,2.1.1.82,810974982af46ba10039dd0f9e282280370e3660bb992afb5ba0fdaf9c775969
A0A3Q7HS74,1.14.14.64,dee2d8b4b240d596f8fc10ec245380d9b53c5d4b27fcce02f4cfaac448a3c4c5
A0A3Q7HWE4,4.2.1.59,5747552e04cc2901f9a605e617e788be73ec3eda52379c91fc375260beac7171
Q7U343,4.2.1.59,e2640e0aacc29bc7df786e2f13c2d144ca9ad6303b4dd82dfca4715f1e657e25
O25928,4.2.1.59,0cc34438c1fee4fd07a7364d3baf267aa8723f5fbee84b1a753e2badca68dbfd
B9KAH0,4.2.1.59,1573b2e14f5d35a0bfbe6b959ae6abfade7574211a9ed6f92c4aa19c7933d4e3
Q5NEQ0,4.2.1.59,d8da0b2dbfedf19266f1a3430db16d0f6079e121fd16868ad53bbe0402b7ed2a
Q04DN4,4.2.1.59,6acb7e24b5bbdc4dd1851a08363fc36c1286d5656caedf0bc9002fb9ad757d7d
B8D7D9,4.2.1.59,cb794d03558253c0f0b5b1a751d7560fd390d9452e7092712d27f0b6f9324b45
P86397,4.2.1.59,5a9e1b2c2ca4a19fe5f77f255fc6a7567cd01294551fedae57b4f8a3aa0aa6e1
Q2JI59,4.2.1.59,e9f48f9ca9f3227717731141b9c085c00f2d64c17f0f894bbe649d9dca7c348d
Q820F1,4.2.1.59,2199b34de414a5501101d24b8eb13649d64492bd8fc519a87ac067483d8473a2
Q89AN9,4.2.1.59,5ff5d9154fbe8abeb8971307152e0f752105b522761cb2058f56e1d6c1b36e64
