Entry,EC number
Q9Y7Y4,2.5.1.141
Q39Z26,2.5.1.141
A6U6U6,2.5.1.141
A5GMY0,2.5.1.141
A0RZ28,2.5.1.141
A9MM32,2.5.1.141
A5GCT1,2.5.1.141
B1YIW5,2.5.1.141
A1RZ10,2.5.1.141
Q8F9F8,2.5.1.141
A8GN36,2.5.1.141
A9WT38,2.5.1.141
Q6KZG0,2.5.1.141
Q8K997,2.5.1.141
B1I6G5,2.5.1.141
Q3B5Y0,2.1.3.15
B8G381,2.1.3.15
Q28V72,2.1.3.15
B4U8Q5,2.1.3.15
C4Z630,2.1.3.15
C4Z8P1,2.1.3.15
P12217,2.1.3.15
Q03RW0,2.1.3.15
Q1AU97,2.1.3.15
A7N581,2.1.3.15
A7IFZ8,2.1.3.15
Q4FND1,2.1.3.15
Q7MAM0,2.1.3.15
A7MEM7,2.1.3.15
C6VLJ0,2.1.3.15
Q5LH12,4.1.1.23
A8ZWP0,4.1.1.23
B2V790,4.1.1.23
Q7UIA4,4.1.1.23
P31754,4.1.1.23
O42771,4.1.1.23
P73761,4.1.1.23
A5N2L5,4.1.1.23
A1KIH4,4.1.1.23
B1IAM6,4.1.1.23
Q3AC06,4.1.1.23
Q8EXA4,4.1.1.23
B8E2K1,4.1.1.23
Q57700,4.1.1.23
B2UW09,4.1.1.23
Q5FNS8,4.1.1.23
G5EDZ2,4.1.1.23
Q8YSY4,4.1.1.23
Q9UX10,4.1.1.23
B1ZSC4,4.1.1.23
B1L9M7,5.3.1.4
Q88S84,5.3.1.4
C0R175,1.17.1.8
B3Q978,1.17.1.8
Q67W29,1.17.1.8
A1ATI7,1.17.1.8
B3CN84,1.17.1.8
Q88W01,1.17.1.8
B5YEB2,1.17.1.8
A8MF41,1.17.1.8
Q3BUC6,1.17.1.8
A5CSN2,1.17.1.8
A8GMB6,1.17.1.8
Q5PA93,1.17.1.8
C3PH06,1.17.1.8
Q493S0,1.17.1.8
Q8TVG7,1.17.1.8
Q1MRS7,1.17.1.8
Q3IKQ7,1.17.1.8
B0SE38,3.6.1.66
Q6AEL0,3.6.1.66
Q6L1H9,3.6.1.66
Q97FR2,3.6.1.66
Q8TJS1,3.6.1.66
Q5Z0V0,3.6.1.66
Q0SNR4,3.6.1.66
B5YEU3,3.6.1.66
B0K3T5,3.6.1.66
Q8ZHF4,3.6.1.66
Q7V316,3.6.1.66
Q1IW81,3.6.1.66
Q7U9M0,3.6.1.66
O66580,3.6.1.66
Q97ZZ0,3.6.1.66
Q5M1I4,3.6.1.66
B3DTK7,3.6.1.66
Q03YJ8,3.6.1.66
B2A6I7,3.6.1.66
Q7UGM3,3.6.1.66
Q73KE7,3.6.1.66
A0M4S0,2.1.1.181
A1SBR7,2.1.1.181
Q4ZXI1,2.1.1.181
A8G1Q8,2.1.1.181
A0M554,3.5.4.9
B0TFC9,3.5.4.9
B3CTT4,3.5.4.9
B7GT00,3.5.4.9
B2KB67,3.5.4.9
O51057,3.5.4.9
B5YA73,3.5.4.9
P75096,3.5.4.9
Q04448,3.5.4.9
Q38XU9,3.5.4.9
Q21JE9,3.5.4.9
Q0AWX5,3.5.4.9
Q1AVQ0,3.5.4.9
B1KZC8,3.5.4.9
Q49135,3.5.4.9
Q4A6B1,3.5.4.9
Q6L046,3.5.4.9
Q1GXE6,3.5.4.9
Q3AIB3,3.5.4.9
Q8RAD0,3.5.4.9
Q05213,3.5.4.9
Q9RW02,3.5.4.9
A6H233,2.3.2.6
A8LJB4,2.3.2.6
A5V9E5,2.3.2.6
Q32E04,2.3.2.6
Q5HTZ5,2.3.2.6
B7K8N3,2.3.2.6
Q2S4B9,2.3.2.6
Q4FUQ3,2.3.2.6
Q6FDS1,2.3.2.6
Q04W85,2.3.2.6
Q0A7X8,2.3.2.6
A3PKR6,2.3.2.6
Q9RTP4,2.3.2.6
A0M7A5,6.3.3.3
Q63Y24,6.3.3.3
Q1MR97,6.3.3.3
Q5QZ19,6.3.3.3
A9A5K8,6.3.3.3
A7Z5B3,6.3.3.3
Q8ZPK6,6.3.3.3
Q7MAC6,6.3.3.3
A6UQL8,6.3.3.3
Q9CN08,6.3.3.3
P57377,6.3.3.3
A1AV54,6.3.3.3
Q8D298,6.3.3.3
Q2GAF9,6.3.3.3
A0Q635,6.3.3.3
A1U4A9,6.3.3.3
Q5KVI4,6.3.3.3
Q1QYD9,6.3.3.3
Q11QU6,6.3.3.3
Q9KSZ1,6.3.3.3
C0QVL9,6.3.3.3
A0MH68,2.5.1.54
P0AB91,2.5.1.54
P35170,2.5.1.54
O53512,2.5.1.54
P80576,2.5.1.54
Q51517,2.5.1.54
Q9WYH8,2.5.1.54
A0NLY7,3.5.2.20
A0PM50,1.4.3.26
A1T273,2.1.1.144
B5Z1X6,2.1.1.144
Q82HD9,2.1.1.144
Q02N15,2.1.1.144
Q49939,2.3.1.282
A1T9S1,2.3.1.282
A1UGV8,2.3.1.282
A0R1V9,1.11.1.28
A9KBI4,1.11.1.28
Q0W0P5,2.7.2.8
A8AYI5,2.7.2.8
B1H0L5,2.7.2.8
Q65W17,2.7.2.8
B1MWD1,2.7.2.8
Q46D93,2.7.2.8
Q2IMB4,2.7.2.8
B1ZUD7,2.7.2.8
A1R587,2.7.2.8
Q11QI8,2.7.2.8
P59297,2.7.2.8
A7Z3A9,2.7.2.8
A0LDX4,2.7.2.8
Q1AS30,2.7.2.8
Q97GH8,2.7.2.8
Q6GKC4,2.7.2.8
Q8REH1,2.7.7.18
A5FLZ0,2.7.7.18
A1U3C2,2.7.7.18
Q5ZVU5,2.7.7.18
P0DC62,2.7.7.18
Q2JWZ1,2.7.7.18
B3DVR2,2.7.7.18
B3QYZ5,2.7.7.18
Q7UFN6,2.7.7.18
Q3ZAJ1,2.7.7.18
C1KVD5,2.7.7.18
B1KZR1,2.7.7.18
A6L0W0,2.7.7.18
A5UVE4,2.7.7.18
Q2IKJ8,2.7.7.18
Q2LU86,2.7.7.18
Q5QYC8,2.7.7.18
Q9KD91,2.7.7.18
Q21WQ0,2.7.7.18
A8F479,2.7.7.18
Q6L2G8,2.5.1.61
Q3B2Z5,2.5.1.61
Q97B26,2.5.1.61
C0R2M3,2.5.1.61
Q9Y9J0,2.5.1.61
Q09899,2.5.1.61
Q11XT5,2.5.1.61
A4XK06,2.5.1.61
Q6AHF1,2.5.1.61
Q7VFE9,2.5.1.61
A3CL78,2.5.1.61
A5I0B2,2.5.1.61
Q7UPN0,2.5.1.61
Q9HMY5,2.5.1.61
Q82P95,2.5.1.61
B3CUP9,2.5.1.61
A6TJD5,2.5.1.61
B6J3T6,2.5.1.61
Q2KIN5,2.5.1.61
Q59293,2.5.1.61
A6QHK4,2.5.1.61
A0Q4Y5,1.1.1.94
A5GTA8,1.1.1.94
Q3V7H1,1.1.1.94
Q2NIZ6,1.1.1.94
C1F6U2,1.1.1.94
Q6MF42,1.1.1.94
Q5YRY6,1.1.1.94
P61747,1.1.1.94
Q3YRF6,1.1.1.94
B7GU03,1.1.1.94
Q8D216,1.1.1.94
A5FPU2,1.1.1.94
A9NGK6,1.1.1.94
C0QYQ8,1.1.1.94
C3PNH2,1.1.1.94
A5FYL0,1.1.1.94
Q5LLR6,1.1.1.94
B1MZX5,1.1.1.94
Q67NS7,1.1.1.94
Q2RIV6,1.1.1.94
A8HAD7,1.1.1.94
Q87CK3,1.1.1.94
B2S4P6,1.1.1.94
Q5V5K5,4.2.3.5
O02607,4.2.3.5
Q12X75,4.2.3.5
Q7NFY1,4.2.3.5
Q1QQ46,4.2.3.5
C8WAF3,4.2.3.5
A6L3D0,4.2.3.5
E3PV41,4.2.3.5
B9MRS5,4.2.3.5
Q30NY4,4.2.3.5
Q42885,4.2.3.5
O84373,4.2.3.5
A3DDD8,4.2.3.5
B8FQ92,4.2.3.5
Q7UPN5,4.2.3.5
Q9X5D0,4.2.3.5
B1L9E3,4.2.3.5
Q73NM0,4.2.3.5
Q03X09,4.2.3.5
C7PC56,4.2.3.5
O83873,6.3.2.9
A4IZG9,6.3.2.9
B6J5K6,6.3.2.9
Q8KGD2,6.3.2.9
C5BP36,6.3.2.9
Q3AZI5,6.3.2.9
B9MQ99,6.3.2.9
Q3IG02,6.3.2.9
Q04B73,6.3.2.9
Q1AVX1,6.3.2.9
Q87SG6,6.3.2.9
Q2RVU2,6.3.2.9
Q89AQ2,6.3.2.9
Q67QM7,6.3.2.9
B7H1N2,6.3.2.9
Q6MBS4,6.3.2.9
A5D147,6.3.2.9
Q31I61,6.3.2.9
Q8RGX1,2.7.7.3
Q5FKS7,2.7.7.3
Q5L7F1,2.7.7.3
A2RNW2,2.7.7.3
Q8D2R5,2.7.7.3
Q8ZY96,2.7.7.3
A0M4U6,2.7.7.3
B3EQL4,2.7.7.3
B2GBB0,2.7.7.3
Q3ZA11,2.7.7.3
Q0AZ31,2.7.7.3
P53332,2.7.7.3
Q98RB3,2.7.7.3
O27918,2.7.7.3
Q8EUG2,2.7.7.3
Q73HM7,2.7.7.3
B2SHB2,2.7.7.3
A3MTK6,3.1.12.1
G4RJY5,3.1.12.1
Q2RRV2,3.1.12.1
Q97TX9,3.1.12.1
B2UQR9,2.1.2.9
B2SGG5,2.1.2.9
Q1J5I9,2.1.2.9
B8J1H5,2.1.2.9
B2A2K2,2.1.2.9
Q7MA26,2.1.2.9
Q0AXL4,2.1.2.9
Q5PBC7,2.1.2.9
A9FL08,2.1.2.9
P59557,2.1.2.9
A8F525,2.1.2.9
Q98RG4,2.1.2.9
A5EWL9,2.1.2.9
B4U5Z8,2.1.2.9
Q7UHZ6,2.1.2.9
Q73M65,2.1.2.9
Q8ER25,2.1.2.9
B0TGS9,2.1.2.9
Q1AVZ9,2.1.2.9
B1VDP0,2.1.2.9
Q1IIS2,2.1.2.9
P59490,3.1.1.29
B8DKL7,3.1.1.29
Q5HC85,3.1.1.29
Q4A5E8,3.1.1.29
Q14IE8,3.1.1.29
Q741V9,3.1.1.29
Q5SHZ2,3.1.1.29
Q9Z6V6,3.1.1.29
Q8E2I1,3.1.1.29
Q83HD8,3.1.1.29
O76387,3.1.1.29
B8FZA5,3.1.1.29
Q9Y3E5,3.1.1.29
B2S4P8,3.1.1.29
A7HKM4,3.1.1.29
B5XAM2,3.1.1.29
Q1IHW2,3.1.1.29
Q1AXL4,3.1.1.29
Q3ARM4,3.1.1.29
A1R0L0,3.1.1.29
Q73Q01,3.1.1.29
C0ZHD7,3.1.1.29
Q980V1,3.1.1.29
Q5X2T2,2.3.1.275
Q493X7,2.3.1.275
A9KFT7,2.3.1.275
B0TYY2,2.3.1.275
Q182W4,2.3.1.275
Q67NS8,2.3.1.275
Q63BB0,2.3.1.275
Q24VA3,2.3.1.275
A6LL73,2.3.1.275
Q3Z643,2.3.1.275
Q49XE7,2.3.1.275
O66905,2.3.1.275
P60927,2.3.1.275
Q2GD32,2.3.1.275
Q3JF14,2.3.1.275
Q97G69,2.3.1.275
B4UIV7,2.3.1.275
Q2RJ58,2.3.1.275
Q3Z6K1,2.3.1.275
B3CMU6,2.3.1.275
Q7UTQ8,6.3.2.1
Q31FF6,6.3.2.1
Q7NJM6,6.3.2.1
Q6G079,6.3.2.1
Q8D2A6,6.3.2.1
A9KEG8,6.3.2.1
P56061,6.3.2.1
B9L5Y8,6.3.2.1
Q3ZXF9,6.3.2.1
O69524,6.3.2.1
Q82EC8,6.3.2.1
Q5P9T3,6.3.2.1
Q0RC35,6.3.2.1
P40459,6.3.2.1
Q04S98,6.3.2.1
B5ES06,6.3.2.1
B0S9F1,6.3.2.1
Q9FKB3,6.3.2.1
Q54I80,6.3.2.1
Q2JRH9,6.3.2.1
B8D8Z5,6.3.2.1
Q6ANR5,4.1.1.37
B0TWR0,4.1.1.37
Q0BWA4,4.1.1.37
O81220,4.1.1.37
Q6KZ54,4.1.1.37
B4S3W2,4.1.1.37
Q9RV96,4.1.1.37
Q6NJJ4,4.1.1.37
A5FLE7,4.1.1.37
A8GU66,4.1.1.37
Q7MAA5,4.1.1.37
A5GDW7,4.1.1.37
Q9KDL0,4.1.1.37
P06132,4.1.1.37
Q9HLB9,4.1.1.37
Q5L510,4.1.1.37
B4RD11,4.1.1.37
A6UEF2,4.1.1.37
Q2IPY2,4.1.1.37
B6U151,6.3.5.7
O51317,6.3.5.7
A4IVY3,6.3.5.7
Q9YB80,6.3.5.7
Q97EX8,6.3.5.7
O94509,6.3.5.7
Q4P5V8,6.3.5.7
A0RU64,6.3.5.7
E2QUD0,6.3.5.7
C4XQ59,6.3.5.7
A6VH97,6.3.5.7
C4YRY0,6.3.5.7
A8N8S3,6.3.5.7
B1GZD3,6.3.5.7
Q9Z580,6.3.5.7
Q6C0M4,6.3.5.7
B2S4Q7,6.3.5.7
Q7SHZ2,6.3.5.7
C0R074,6.3.5.7
P75534,6.3.5.7
B8D9X6,5.1.1.3
Q3AFA8,5.1.1.3
B2UTT1,5.1.1.3
Q73GL9,5.1.1.3
Q8REE6,5.1.1.3
B1JQ44,5.1.1.3
A6QBL4,5.1.1.3
Q03469,5.1.1.3
B2THT3,5.1.1.3
Q67SL6,5.1.1.3
P48797,5.1.1.3
C0QQ35,5.1.1.3
O05412,5.1.1.3
A6VC58,5.1.1.3
B0URZ3,5.1.1.3
A3PK37,5.1.1.3
C4Z114,5.1.1.3
Q609F9,5.1.1.3
A4F910,5.1.1.3
A0QNG3,3.4.16.4
B8H0A0,3.4.16.4
G3XD46,3.4.16.4
O32032,3.4.16.4
Q89AQ0,3.4.16.4
P08750,3.4.16.4
P15555,3.4.16.4
P38422,3.4.16.4
P39045,3.4.16.4
P39844,3.4.16.4
P0AEB2,3.4.16.4
P45161,3.4.16.4
Q9I1K1,3.4.16.4
Q0VSP6,5.4.3.8
A3CL81,5.4.3.8
Q5HUU3,5.4.3.8
Q0W5T3,5.4.3.8
Q04NV4,5.4.3.8
A5N5Y1,5.4.3.8
Q18ES5,5.4.3.8
Q6MAC7,5.4.3.8
Q6L2G9,5.4.3.8
Q9JRW9,5.4.3.8
Q63GB4,5.4.3.8
O06401,2.4.2.28
Q09438,2.4.2.28
Q9V813,2.4.2.28
P94338,2.4.2.28
Q07938,2.4.2.28
D5GFR0,2.4.2.28
E3K7C3,2.4.2.28
Q2RXH9,2.4.2.28
Q7VDN6,2.4.2.28
Q9PET8,2.4.2.28
Q89ZI8,2.4.2.28
Q9PN78,2.4.2.28
P9WNP5,4.1.3.36
Q5HQC3,4.1.3.36
A0QS28,5.6.2.3
P95780,4.2.1.46
A6QLW2,4.2.1.46
P39630,4.2.1.46
P37777,4.2.1.46
A0QTU8,1.14.13.227
E9RFT1,1.14.13.227
P9WL45,1.3.98.5
Q5WB17,1.3.98.5
P9WNG5,2.3.1.39
O13698,2.3.1.39
A7Z4X8,2.3.1.39
P71019,2.3.1.39
P73242,2.3.1.39
Q12283,2.3.1.39
Q89AH0,2.3.1.39
Q8K9J6,2.3.1.39
Q8IVS2,2.3.1.39
Q9R9J2,2.3.1.39
Q7W022,2.1.1.297
A9WBM9,2.1.1.297
Q81JX2,2.1.1.297
Q2RWE0,2.1.1.297
Q9K4E3,2.1.1.297
Q8G3P4,2.1.1.297
Q8KCD5,2.1.1.297
P53944,2.1.1.297
Q9UT94,2.1.1.297
A6H162,2.1.1.297
Q831F7,2.1.1.297
Q83AD8,2.1.1.297
O14028,2.1.1.297
Q2FWE1,2.1.1.297
A9CG70,2.1.1.297
Q748B2,2.1.1.297
Q9A9T7,2.1.1.297
Q8Y4A9,2.1.1.297
Q9WYV8,2.1.1.297
Q1II29,2.1.1.297
P9WMZ1,2.4.1.342
P9WMW9,2.4.1.266
A9BHI9,2.4.1.266
C0QRQ2,2.4.1.266
Q12XX4,2.4.1.266
A8M1D3,2.1.2.1
Q10104,2.1.2.1
Q824C8,2.1.2.1
Q7VRR4,2.1.2.1
Q0W3U6,2.1.2.1
Q9KTG1,2.1.2.1
Q9LM59,2.1.2.1
Q8I566,2.1.2.1
Q9ADK0,3.5.1.115
A0R3C4,3.6.1.8
P0AEY3,3.6.1.8
P44723,3.6.1.8
A0R3H2,6.3.3.2
P44905,6.3.3.2
P75430,6.3.3.2
P80405,6.3.3.2
Q9P7W2,6.3.3.2
Q9XWE6,6.3.3.2
P9WPP1,1.14.15.29
P9WJ93,1.14.15.30
F1CMY8,1.14.15.30
P17067,4.2.1.1
F4JIK2,4.2.1.1
O24855,4.2.1.1
P54212,4.2.1.1
Q57752,4.2.1.1
Q50940,4.2.1.1
Q31HD6,4.2.1.1
P94170,4.2.1.1
Q9MZ30,4.2.1.1
P0ABE9,4.2.1.1
O34872,4.2.1.1
O94255,4.2.1.1
Q9C6F5,4.2.1.1
Q9ULX7,4.2.1.1
P0DO50,4.2.1.1
P53615,4.2.1.1
Q7V6G1,4.2.1.1
Q5KW03,4.2.1.1
A8EZA9,5.1.3.2
Q7WTB1,5.1.3.2
P47364,5.1.3.2
Q56623,5.1.3.2
Q57664,5.1.3.2
Q59083,5.1.3.2
Q59745,5.1.3.2
P9WMX3,2.4.1.287
A0R607,1.1.98.3
P9WGS9,1.1.1.333
P9WNE5,1.16.3.1
Q2RVS1,1.16.3.1
I6WZK7,1.16.3.1
O74831,1.16.3.1
Q9S2N0,1.16.3.1
Q59738,1.16.3.1
O35943,1.16.3.1
Q54C45,1.16.3.1
Q7KRU8,1.16.3.1
Q8U1L4,1.16.3.1
Q8N4E7,1.16.3.1
Q9HWF9,1.16.3.1
Q94FY2,1.16.3.1
Q9TY03,1.16.3.1
Q9W385,1.16.3.1
A0R756,5.3.1.33
B9JN20,5.3.1.33
Q6D8V5,5.3.1.33
Q9ZB26,5.3.1.34
A0R758,2.7.1.209
A0RD64,1.13.11.6
A3LP72,1.13.11.6
Q54S02,1.13.11.6
Q60W34,1.13.11.6
P46952,1.13.11.6
A8FGT0,2.3.2.13
P81453,2.3.2.13
P40746,2.3.2.13
Q9K5W7,2.3.2.13
Q6HEC8,3.1.3.87
A8YIE1,3.1.3.87
B1HYT5,3.1.3.87
Q65KJ7,3.1.3.87
A6Q1Z6,2.2.1.7
Q8R639,2.2.1.7
A0RMQ7,2.1.1.198
B0SPB4,2.1.1.198
B4U6H0,2.1.1.198
C5J6H5,2.1.1.198
O83940,2.1.1.198
Q9ZLS8,2.1.1.198
Q8KA29,2.1.1.198
P74038,2.1.1.198
P47302,2.1.1.198
P9WGW6,2.1.1.198
Q661J3,2.1.1.198
Q2NAK3,2.1.1.198
P45298,2.1.1.198
Q9JWJ7,2.1.1.198
P37544,2.1.1.198
Q9PFV5,2.1.1.198
Q9WZG8,2.1.1.198
Q9ZCJ3,2.1.1.198
Q81G05,4.2.1.19
A4WHB8,4.2.1.19
B9K9S0,4.2.1.19
B9DQ86,4.2.1.19
B2UEE9,4.2.1.19
Q1GF01,4.2.1.19
B5YE87,4.2.1.19
C3MQI6,4.2.1.19
P34048,4.2.1.19
O29277,4.2.1.19
B8GW12,4.2.1.19
P58879,4.2.1.19
A5UA18,4.2.1.19
Q2LVF5,4.2.1.19
B0R7J1,4.2.1.19
Q1AX09,4.2.1.19
Q1IKB4,4.2.1.19
Q3AD51,4.2.1.19
A1KV07,4.2.1.19
Q5HT33,2.9.1.1
P61736,2.9.1.1
Q9ZJA7,2.9.1.1
O67140,2.9.1.1
B9L5S9,2.9.1.1
Q7M9L1,2.9.1.1
A0RTV6,2.7.1.161
A1RWC8,2.7.1.161
A1RT34,2.7.1.161
A6VIH3,2.7.1.161
O28174,2.7.1.161
A8A9X7,2.7.1.161
A8ME45,2.7.1.161
O27544,2.7.1.161
Q8PW87,2.7.1.161
Q18FC4,2.7.1.161
Q9UYX4,2.7.1.161
Q5UY62,2.7.1.161
Q6L0E8,2.7.1.161
Q8TVJ1,2.7.1.161
Q971U9,2.7.1.161
Q97ZG3,2.7.1.161
Q97BD7,2.7.1.161
Q9YA27,2.7.1.161
A2SU08,1.4.1.24
Q58646,1.4.1.24
B0R336,1.4.1.24
B1L5W7,1.4.1.24
A3CV31,1.4.1.24
A9A4A1,3.4.25.1
A1RX71,3.4.25.1
Q8BG41,3.4.25.1
A0RXV1,3.4.25.1
B1L6X8,3.4.25.1
B8D673,3.4.25.1
Q9YER0,3.4.25.1
O57983,3.4.25.1
C7LYP7,3.4.25.1
B9LTS6,3.4.25.1
Q8PZ04,3.4.25.1
O55234,3.4.25.1
Q5JDJ9,3.4.25.1
Q74MP5,3.4.25.1
Q0RLT7,3.4.25.1
O35524,3.4.25.1
Q8SQN7,3.4.25.1
A2BN24,3.4.25.1
P47631,3.4.11.1
A0RUA5,3.4.11.1
P31427,3.4.11.1
Q6AJZ3,3.4.11.1
Q8D295,3.4.11.1
C5BMG6,3.4.11.1
Q67NI4,3.4.11.1
Q9PP04,3.4.11.1
B9DIX2,3.4.11.1
C3PMI0,3.4.11.1
Q8EI85,3.4.11.1
A6TWW9,3.4.11.1
Q9JTI8,3.4.11.1
Q8RHT8,3.4.11.1
Q6MC72,3.4.11.1
Q9Y935,3.4.11.1
B0VMG3,3.4.11.1
P96264,3.4.11.1
A6T5N2,2.4.2.7
P12426,2.4.2.7
Q8G6B5,2.4.2.7
B3DXQ2,2.4.2.7
Q3AT37,2.4.2.7
Q55C82,2.4.2.7
P47518,2.4.2.7
A5EVW7,2.4.2.7
Q7NBS4,2.4.2.7
A1TWI0,2.4.2.7
P9WQ06,2.4.2.7
Q7V0X5,2.4.2.7
A6WCH4,2.4.2.7
A4FBB2,2.4.2.7
Q6MPK7,2.4.2.7
A2C2A5,2.4.2.7
Q8KKS1,2.4.2.7
Q9HNU7,6.3.2.6
Q04EU0,6.3.2.6
A6V9K1,6.3.2.6
B2GF71,6.3.2.6
Q8Y6B9,6.3.2.6
Q9UX20,6.3.2.6
Q895U7,6.3.2.6
Q58987,6.3.2.6
A0RW02,6.3.2.6
A8GML2,6.3.2.6
Q10457,6.3.2.6
A8MCJ8,6.3.2.6
P38025,6.3.2.6
O28996,6.3.2.6
Q7UJ19,6.3.2.6
Q0HZE8,6.3.2.6
Q72UH8,6.3.2.6
Q9HLC0,6.3.2.6
Q9X0X0,6.3.2.6
B8FI50,6.3.2.6
A9A1K7,2.7.2.17
Q8ZU99,2.7.2.17
A8M8Q8,2.7.2.17
O50147,2.7.2.17
Q976J6,2.7.2.17
Q8U0B5,2.7.2.17
Q2J1V2,2.4.2.10
Q98AN7,2.4.2.10
Q7UYX5,2.4.2.10
C6BW21,2.4.2.10
A5EY64,2.4.2.10
Q8DDX5,2.4.2.10
A3DM49,2.4.2.10
P58860,2.4.2.10
Q45918,2.4.2.10
O67742,2.4.2.10
O28533,2.4.2.10
B8D880,2.4.2.10
B2TNF7,2.4.2.10
A6LJP2,2.4.2.10
Q18FD1,2.4.2.10
Q252Z2,2.4.2.10
Q2NFI3,2.4.2.10
P9WHK9,2.4.2.10
A7HZX7,2.4.2.10
A0RYM1,2.5.1.41
A2BIS8,2.5.1.41
B8GHM9,2.5.1.41
A4G0J0,2.5.1.41
C7PEQ0,2.5.1.41
A5FJK8,2.5.1.41
Q12VH4,2.5.1.41
O29844,2.5.1.41
Q18KP6,2.5.1.41
Q8TXM0,2.5.1.41
B1YAF0,2.5.1.41
Q6L2N4,2.5.1.41
B9KYQ3,3.1.26.11
B1YLU8,3.1.26.11
Q6KZJ4,3.1.26.11
Q6LYT2,3.1.26.11
Q5L6G2,3.1.26.11
Q8DKE4,3.1.26.11
A9KSU3,3.1.26.11
O07896,3.1.26.11
Q4L6K4,3.1.26.11
P9WGZ4,3.1.26.11
B6IRV8,3.1.26.11
O29323,3.1.26.11
Q8TLK5,3.1.26.11
Q9HJ19,3.1.26.11
A9A3X2,3.1.26.11
Q74MH2,3.1.26.11
A8ABB4,3.1.26.11
Q8ZTJ7,3.1.26.11
Q8L633,3.1.26.11
A0RYU6,2.7.7.4
B8D0S5,2.7.7.4
A9ENT2,2.7.7.4
O28606,2.7.7.4
O67174,2.7.7.4
P56863,2.7.7.4
Q0ALV0,2.7.7.4
O76156,2.7.7.4
B9JB95,2.7.7.4
Q60FC6,2.7.7.4
O23324,2.7.7.4
A0RZ60,6.3.4.22
A1RXS9,6.3.4.22
A2BIT1,6.3.4.22
A2SPT0,6.3.4.22
A8A990,6.3.4.22
A8MA77,6.3.4.22
B1YAA9,6.3.4.22
C3MRH3,6.3.4.22
D7DRZ8,6.3.4.22
D9Q2C4,6.3.4.22
E0SPG5,6.3.4.22
O28025,6.3.4.22
Q8TK89,6.3.4.22
Q8TWM9,6.3.4.22
Q97B59,6.3.4.22
A0A0S2UQQ5,3.2.1.156
B3ER35,5.3.1.1
Q6MSF2,5.3.1.1
Q8EW34,5.3.1.1
Q0BTX8,5.3.1.1
Q9JXT8,5.3.1.1
A5EUT5,5.3.1.1
A4SXQ5,5.3.1.1
Q2YSF0,5.3.1.1
A5WBS1,5.3.1.1
P59462,5.3.1.1
Q5X1A5,5.3.1.1
A4G646,5.3.1.1
Q97VM8,5.3.1.1
Q3KM32,5.3.1.1
P0CL22,5.3.1.1
Q2GGH7,5.3.1.1
Q9HLB6,5.3.1.1
B1AIG9,5.3.1.1
Q1CUW7,5.3.1.1
Q07412,5.3.1.1
A1A1R9,2.3.1.157
A1VAZ5,2.3.1.157
Q6CYJ8,2.3.1.157
Q9ZLF6,2.3.1.157
A9NH16,2.3.1.157
Q251V1,2.3.1.157
Q1IQY5,2.3.1.157
Q1Q830,2.3.1.157
Q28MG0,2.3.1.157
Q6AAD3,2.3.1.157
Q6AMF9,2.3.1.157
Q6MHV9,2.3.1.157
Q8KA74,2.3.1.157
Q975F9,2.3.1.157
B0CCD6,6.3.2.8
Q9RWN9,6.3.2.8
Q24ZG1,6.3.2.8
Q8RDQ2,6.3.2.8
Q67K97,6.3.2.8
B7HSM3,6.3.2.8
A5CW53,6.3.2.8
B6J5K2,6.3.2.8
A7NI92,6.3.2.8
A7N9L2,6.3.2.8
Q1AVX4,6.3.2.8
A6LEU2,6.3.2.8
C0QXF2,6.3.2.8
C4Z4L9,6.3.2.8
Q8R749,6.3.2.8
Q8XHJ0,6.3.2.8
Q9ZDS8,6.3.2.8
B3EQB7,6.3.2.8
A5CS50,6.3.2.8
A5VDC5,6.3.2.8
B7GQ79,6.3.2.8
A2BZC5,6.3.2.8
Q46I69,2.7.8.13
O26830,2.7.8.13
Q8RDQ0,2.7.8.13
Q24TE3,2.7.8.13
Q6MBS3,2.7.8.13
Q2S9Y9,2.7.8.13
B1ZU32,2.7.8.13
A7HK75,2.7.8.13
B3EIL1,2.7.8.13
C1CW54,2.7.8.13
B0S986,2.7.8.13
B9KH29,2.7.8.13
B8G5X7,2.7.8.13
B2S2U2,2.7.8.13
B3DVW4,2.7.8.13
A2BZ97,2.7.8.13
Q04ES8,2.7.8.13
O66465,2.7.8.13
A1A2F2,2.7.8.13
Q03W33,2.7.8.13
B4JBC4,2.7.7.80
Q9ZNW0,2.7.7.80
A4RPM5,2.7.7.80
O44510,2.7.7.80
P12282,2.7.7.80
P51335,2.7.7.80
Q55FS0,2.7.7.80
Q6B908,2.7.7.80
Q72J02,2.7.7.80
A1A4Q9,3.6.1.62
P0DKY8,3.6.1.62
Q8GW31,3.6.1.62
A1A5Z0,3.1.3.9
P35575,3.1.3.9
Q9Z186,3.1.3.9
D5CE37,1.5.1.42
D4GEU9,1.5.1.42
M4YFG7,1.5.1.42
O68503,1.5.1.42
Q8S9J2,6.1.1.1
Q8G5G1,6.1.1.1
P36421,6.1.1.1
Q54WD9,6.1.1.1
Q6MC06,6.1.1.1
Q74E25,6.1.1.1
Q6DIJ1,6.1.1.1
Q2LR98,6.1.1.1
Q979Z1,6.1.1.1
B1AIA6,6.1.1.1
P83453,6.1.1.1
A9KMS8,6.1.1.1
C3MJP1,6.1.1.1
A9NHF4,6.1.1.1
